,bus,p_nom,type,control,weather_cell_id,subtype,voltage_level,id,subst_id,la_id,geom,mvlv_subst_id,geom_em,p
Generator_mvgd_1056_lvgd_97720_solar_roof_mounted_752203,BranchTee_mvgd_1056_lvgd_97720_42,0.02646,solar,PQ,1131085.0,solar_roof_mounted,lv,752203.0,,,,,,
Generator_mvgd_1056_lvgd_97720_solar_roof_mounted_752213,BranchTee_mvgd_1056_lvgd_97720_72,0.01116,solar,PQ,1131085.0,solar_roof_mounted,lv,752213.0,,,,,,
Generator_mvgd_1056_lvgd_97720_solar_roof_mounted_753046,BranchTee_mvgd_1056_lvgd_97720_24,0.00931,solar,PQ,1131085.0,solar_roof_mounted,lv,753046.0,,,,,,
Generator_mvgd_1056_lvgd_97720_solar_roof_mounted_753051,BranchTee_mvgd_1056_lvgd_97720_48,0.01794,solar,PQ,1131085.0,solar_roof_mounted,lv,753051.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_557794,BranchTee_mvgd_1056_lvgd_97721_4,0.0054,solar,PQ,1131085.0,solar_roof_mounted,lv,557794.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_749949,BranchTee_mvgd_1056_lvgd_97721_20,0.0099,solar,PQ,1131085.0,solar_roof_mounted,lv,749949.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_750188,BusBar_mvgd_1056_lvgd_97721_LV,0.05096,solar,PQ,1131085.0,solar_roof_mounted,lv,750188.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_750273,BranchTee_mvgd_1056_lvgd_97721_40,0.0112,solar,PQ,1131085.0,solar_roof_mounted,lv,750273.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_752441,BranchTee_mvgd_1056_lvgd_97721_50,0.00882,solar,PQ,1131085.0,solar_roof_mounted,lv,752441.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_752463,BranchTee_mvgd_1056_lvgd_97721_60,0.0138599999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752463.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_752495,BranchTee_mvgd_1056_lvgd_97721_70,0.00828,solar,PQ,1131085.0,solar_roof_mounted,lv,752495.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_752970,BranchTee_mvgd_1056_lvgd_97721_2,0.01408,solar,PQ,1131085.0,solar_roof_mounted,lv,752970.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_753052,BranchTee_mvgd_1056_lvgd_97721_28,0.0055,solar,PQ,1131085.0,solar_roof_mounted,lv,753052.0,,,,,,
Generator_mvgd_1056_lvgd_97721_solar_roof_mounted_1571066,BranchTee_mvgd_1056_lvgd_97721_48,0.01989,solar,PQ,1131085.0,solar_roof_mounted,lv,1571066.0,,,,,,
Generator_mvgd_1056_lvgd_506706_solar_roof_mounted_750275,BranchTee_mvgd_1056_lvgd_506706_6,0.00975,solar,PQ,1131085.0,solar_roof_mounted,lv,750275.0,,,,,,
Generator_mvgd_1056_lvgd_97722_solar_roof_mounted_750081,BranchTee_mvgd_1056_lvgd_97722_74,0.00544,solar,PQ,1131085.0,solar_roof_mounted,lv,750081.0,,,,,,
Generator_mvgd_1056_lvgd_97722_solar_roof_mounted_750189,BranchTee_mvgd_1056_lvgd_97722_150,0.01034,solar,PQ,1131085.0,solar_roof_mounted,lv,750189.0,,,,,,
Generator_mvgd_1056_lvgd_97722_solar_roof_mounted_750196,BranchTee_mvgd_1056_lvgd_97722_234,0.0282,solar,PQ,1131085.0,solar_roof_mounted,lv,750196.0,,,,,,
Generator_mvgd_1056_lvgd_97722_solar_roof_mounted_750201,BranchTee_mvgd_1056_lvgd_97722_130,0.00376,solar,PQ,1131085.0,solar_roof_mounted,lv,750201.0,,,,,,
Generator_mvgd_1056_lvgd_97722_solar_roof_mounted_752491,BusBar_mvgd_1056_lvgd_97722_LV,0.0326199999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752491.0,,,,,,
Generator_mvgd_1056_lvgd_97722_solar_roof_mounted_752999,BranchTee_mvgd_1056_lvgd_97722_256,0.02484,solar,PQ,1131085.0,solar_roof_mounted,lv,752999.0,,,,,,
Generator_mvgd_1056_lvgd_97722_solar_roof_mounted_753040,BranchTee_mvgd_1056_lvgd_97722_214,0.00784,solar,PQ,1131085.0,solar_roof_mounted,lv,753040.0,,,,,,
Generator_mvgd_1056_lvgd_97722_solar_roof_mounted_753045,BranchTee_mvgd_1056_lvgd_97722_60,0.00651,solar,PQ,1131085.0,solar_roof_mounted,lv,753045.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_750016,BranchTee_mvgd_1056_lvgd_97723_6,0.0425,solar,PQ,1131085.0,solar_roof_mounted,lv,750016.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_750244,BranchTee_mvgd_1056_lvgd_97723_88,0.0033599999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750244.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_750257,BranchTee_mvgd_1056_lvgd_97723_108,0.03,solar,PQ,1131085.0,solar_roof_mounted,lv,750257.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_750262,BranchTee_mvgd_1056_lvgd_97723_74,0.007215,solar,PQ,1131085.0,solar_roof_mounted,lv,750262.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_750286,BranchTee_mvgd_1056_lvgd_97723_66,0.0219299999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750286.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_750291,BranchTee_mvgd_1056_lvgd_97723_76,0.012,solar,PQ,1131085.0,solar_roof_mounted,lv,750291.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_752437,BranchTee_mvgd_1056_lvgd_97723_16,0.0194699999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752437.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_752459,BranchTee_mvgd_1056_lvgd_97723_12,0.0072,solar,PQ,1131085.0,solar_roof_mounted,lv,752459.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_752467,BranchTee_mvgd_1056_lvgd_97723_116,0.0101199999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752467.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_752980,BranchTee_mvgd_1056_lvgd_97723_92,0.0075899999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752980.0,,,,,,
Generator_mvgd_1056_lvgd_97723_solar_roof_mounted_1569480,BranchTee_mvgd_1056_lvgd_97723_40,0.00594,solar,PQ,1131085.0,solar_roof_mounted,lv,1569480.0,,,,,,
Generator_mvgd_1056_lvgd_97724_solar_roof_mounted_749937,BranchTee_mvgd_1056_lvgd_97724_10,0.00645,solar,PQ,1131085.0,solar_roof_mounted,lv,749937.0,,,,,,
Generator_mvgd_1056_lvgd_97724_solar_roof_mounted_749955,BranchTee_mvgd_1056_lvgd_97724_34,0.00567,solar,PQ,1131085.0,solar_roof_mounted,lv,749955.0,,,,,,
Generator_mvgd_1056_lvgd_97724_solar_roof_mounted_750036,BranchTee_mvgd_1056_lvgd_97724_30,0.00792,solar,PQ,1131085.0,solar_roof_mounted,lv,750036.0,,,,,,
Generator_mvgd_1056_lvgd_97724_solar_roof_mounted_750112,BranchTee_mvgd_1056_lvgd_97724_24,0.0153,solar,PQ,1131085.0,solar_roof_mounted,lv,750112.0,,,,,,
Generator_mvgd_1056_lvgd_97724_solar_roof_mounted_750116,BranchTee_mvgd_1056_lvgd_97724_20,0.01943,solar,PQ,1131085.0,solar_roof_mounted,lv,750116.0,,,,,,
Generator_mvgd_1056_lvgd_97724_solar_roof_mounted_750198,BranchTee_mvgd_1056_lvgd_97724_14,0.0108,solar,PQ,1131085.0,solar_roof_mounted,lv,750198.0,,,,,,
Generator_mvgd_1056_lvgd_97724_solar_roof_mounted_752180,BranchTee_mvgd_1056_lvgd_97724_36,0.00473,solar,PQ,1131085.0,solar_roof_mounted,lv,752180.0,,,,,,
Generator_mvgd_1056_lvgd_97724_solar_roof_mounted_752996,BranchTee_mvgd_1056_lvgd_97724_26,0.003375,solar,PQ,1131085.0,solar_roof_mounted,lv,752996.0,,,,,,
Generator_mvgd_1056_lvgd_97724_solar_roof_mounted_753055,BranchTee_mvgd_1056_lvgd_97724_18,0.01025,solar,PQ,1131085.0,solar_roof_mounted,lv,753055.0,,,,,,
Generator_mvgd_1056_lvgd_97725_solar_roof_mounted_750005,BranchTee_mvgd_1056_lvgd_97725_94,0.0084,solar,PQ,1131085.0,solar_roof_mounted,lv,750005.0,,,,,,
Generator_mvgd_1056_lvgd_97725_solar_roof_mounted_750219,BranchTee_mvgd_1056_lvgd_97725_2,0.09984,solar,PQ,1131085.0,solar_roof_mounted,lv,750219.0,,,,,,
Generator_mvgd_1056_lvgd_97725_solar_roof_mounted_750220,BranchTee_mvgd_1056_lvgd_97725_172,0.00833,solar,PQ,1131085.0,solar_roof_mounted,lv,750220.0,,,,,,
Generator_mvgd_1056_lvgd_97725_solar_roof_mounted_750260,BranchTee_mvgd_1056_lvgd_97725_30,0.0064,solar,PQ,1131085.0,solar_roof_mounted,lv,750260.0,,,,,,
Generator_mvgd_1056_lvgd_97725_solar_roof_mounted_752156,BranchTee_mvgd_1056_lvgd_97725_112,0.01088,solar,PQ,1131085.0,solar_roof_mounted,lv,752156.0,,,,,,
Generator_mvgd_1056_lvgd_97725_solar_roof_mounted_752234,BranchTee_mvgd_1056_lvgd_97725_40,0.0032,solar,PQ,1131085.0,solar_roof_mounted,lv,752234.0,,,,,,
Generator_mvgd_1056_lvgd_97725_solar_roof_mounted_752261,BranchTee_mvgd_1056_lvgd_97725_20,0.02175,solar,PQ,1131085.0,solar_roof_mounted,lv,752261.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_749909,BranchTee_mvgd_1056_lvgd_97726_76,0.002,solar,PQ,1131085.0,solar_roof_mounted,lv,749909.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_749911,BranchTee_mvgd_1056_lvgd_97726_60,0.0098,solar,PQ,1131085.0,solar_roof_mounted,lv,749911.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_749914,BranchTee_mvgd_1056_lvgd_97726_2,0.007905,solar,PQ,1131085.0,solar_roof_mounted,lv,749914.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_749924,BranchTee_mvgd_1056_lvgd_97726_14,0.0105,solar,PQ,1131085.0,solar_roof_mounted,lv,749924.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_749954,BranchTee_mvgd_1056_lvgd_97726_38,0.00858,solar,PQ,1131085.0,solar_roof_mounted,lv,749954.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_750003,BranchTee_mvgd_1056_lvgd_97726_4,0.0063,solar,PQ,1131085.0,solar_roof_mounted,lv,750003.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_750021,BranchTee_mvgd_1056_lvgd_97726_128,0.00977,solar,PQ,1131085.0,solar_roof_mounted,lv,750021.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_750256,BranchTee_mvgd_1056_lvgd_97726_72,0.0099499999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750256.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_752217,BranchTee_mvgd_1056_lvgd_97726_132,0.0114749999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752217.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_752260,BranchTee_mvgd_1056_lvgd_97726_106,0.0055,solar,PQ,1131085.0,solar_roof_mounted,lv,752260.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_752466,BranchTee_mvgd_1056_lvgd_97726_68,0.0297,solar,PQ,1131085.0,solar_roof_mounted,lv,752466.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_752967,BranchTee_mvgd_1056_lvgd_97726_28,0.01023,solar,PQ,1131085.0,solar_roof_mounted,lv,752967.0,,,,,,
Generator_mvgd_1056_lvgd_97726_solar_roof_mounted_752972,BranchTee_mvgd_1056_lvgd_97726_94,0.0088,solar,PQ,1131085.0,solar_roof_mounted,lv,752972.0,,,,,,
Generator_mvgd_1056_lvgd_97727_solar_roof_mounted_750051,BranchTee_mvgd_1056_lvgd_97727_52,0.0280799999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750051.0,,,,,,
Generator_mvgd_1056_lvgd_97727_solar_roof_mounted_750062,BranchTee_mvgd_1056_lvgd_97727_4,0.03375,solar,PQ,1131085.0,solar_roof_mounted,lv,750062.0,,,,,,
Generator_mvgd_1056_lvgd_97727_solar_roof_mounted_750151,BranchTee_mvgd_1056_lvgd_97727_42,0.02233,solar,PQ,1131085.0,solar_roof_mounted,lv,750151.0,,,,,,
Generator_mvgd_1056_lvgd_97727_solar_roof_mounted_752469,BranchTee_mvgd_1056_lvgd_97727_22,0.00736,solar,PQ,1131085.0,solar_roof_mounted,lv,752469.0,,,,,,
Generator_mvgd_1056_lvgd_97727_solar_roof_mounted_752480,Bus_mvgd_1056_lvgd_97727_gen_752480,0.27605,solar,PQ,1131085.0,solar_roof_mounted,lv,752480.0,,,,,,
Generator_mvgd_1056_lvgd_97727_solar_roof_mounted_752504,BranchTee_mvgd_1056_lvgd_97727_44,0.01656,solar,PQ,1131085.0,solar_roof_mounted,lv,752504.0,,,,,,
Generator_mvgd_1056_lvgd_97727_solar_roof_mounted_753033,BranchTee_mvgd_1056_lvgd_97727_54,0.006,solar,PQ,1131085.0,solar_roof_mounted,lv,753033.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_749922,BranchTee_mvgd_1056_lvgd_97728_16,0.0250799999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,749922.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_749941,BranchTee_mvgd_1056_lvgd_97728_72,0.00429,solar,PQ,1131085.0,solar_roof_mounted,lv,749941.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_750059,BranchTee_mvgd_1056_lvgd_97728_86,0.00646,solar,PQ,1131085.0,solar_roof_mounted,lv,750059.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_750146,BranchTee_mvgd_1056_lvgd_97728_20,0.013875,solar,PQ,1131085.0,solar_roof_mounted,lv,750146.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_750168,BranchTee_mvgd_1056_lvgd_97728_6,0.02985,solar,PQ,1131085.0,solar_roof_mounted,lv,750168.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_750169,BranchTee_mvgd_1056_lvgd_97728_198,0.0282,solar,PQ,1131085.0,solar_roof_mounted,lv,750169.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_750199,BranchTee_mvgd_1056_lvgd_97728_2,0.0312,solar,PQ,1131085.0,solar_roof_mounted,lv,750199.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_750290,BranchTee_mvgd_1056_lvgd_97728_156,0.009675,solar,PQ,1131085.0,solar_roof_mounted,lv,750290.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_752206,BranchTee_mvgd_1056_lvgd_97728_216,0.00595,solar,PQ,1131085.0,solar_roof_mounted,lv,752206.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_752221,BranchTee_mvgd_1056_lvgd_97728_164,0.0126,solar,PQ,1131085.0,solar_roof_mounted,lv,752221.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_752499,BranchTee_mvgd_1056_lvgd_97728_144,0.01188,solar,PQ,1131085.0,solar_roof_mounted,lv,752499.0,,,,,,
Generator_mvgd_1056_lvgd_97728_solar_roof_mounted_752514,BranchTee_mvgd_1056_lvgd_97728_148,0.01175,solar,PQ,1131085.0,solar_roof_mounted,lv,752514.0,,,,,,
Generator_mvgd_1056_lvgd_97729_solar_roof_mounted_750215,BranchTee_mvgd_1056_lvgd_97729_76,0.02028,solar,PQ,1131085.0,solar_roof_mounted,lv,750215.0,,,,,,
Generator_mvgd_1056_lvgd_97729_solar_roof_mounted_752218,BusBar_mvgd_1056_lvgd_97729_LV,0.0469799999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752218.0,,,,,,
Generator_mvgd_1056_lvgd_97729_solar_roof_mounted_752451,BranchTee_mvgd_1056_lvgd_97729_2,0.00645,solar,PQ,1131085.0,solar_roof_mounted,lv,752451.0,,,,,,
Generator_mvgd_1056_lvgd_97729_solar_roof_mounted_752539,BranchTee_mvgd_1056_lvgd_97729_112,0.01225,solar,PQ,1131085.0,solar_roof_mounted,lv,752539.0,,,,,,
Generator_mvgd_1056_lvgd_97729_solar_roof_mounted_752992,BranchTee_mvgd_1056_lvgd_97729_4,0.027,solar,PQ,1131085.0,solar_roof_mounted,lv,752992.0,,,,,,
Generator_mvgd_1056_lvgd_97729_solar_roof_mounted_753037,BranchTee_mvgd_1056_lvgd_97729_38,0.0076799999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,753037.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_750011,BranchTee_mvgd_1056_lvgd_97730_12,0.01826,solar,PQ,1131085.0,solar_roof_mounted,lv,750011.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_750076,BranchTee_mvgd_1056_lvgd_97730_10,0.00552,solar,PQ,1131085.0,solar_roof_mounted,lv,750076.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_750082,BusBar_mvgd_1056_lvgd_97730_LV,0.03204,solar,PQ,1131085.0,solar_roof_mounted,lv,750082.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_750166,BusBar_mvgd_1056_lvgd_97730_LV,0.04089,solar,PQ,1131085.0,solar_roof_mounted,lv,750166.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_752189,BusBar_mvgd_1056_lvgd_97730_LV,0.03023,solar,PQ,1131085.0,solar_roof_mounted,lv,752189.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_752209,BranchTee_mvgd_1056_lvgd_97730_6,0.0166499999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752209.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_752228,BranchTee_mvgd_1056_lvgd_97730_8,0.01976,solar,PQ,1131085.0,solar_roof_mounted,lv,752228.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_752241,BranchTee_mvgd_1056_lvgd_97730_4,0.01728,solar,PQ,1131085.0,solar_roof_mounted,lv,752241.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_752431,BranchTee_mvgd_1056_lvgd_97730_12,0.0042,solar,PQ,1131085.0,solar_roof_mounted,lv,752431.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_752449,BranchTee_mvgd_1056_lvgd_97730_8,0.02736,solar,PQ,1131085.0,solar_roof_mounted,lv,752449.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_752484,BranchTee_mvgd_1056_lvgd_97730_10,0.00782,solar,PQ,1131085.0,solar_roof_mounted,lv,752484.0,,,,,,
Generator_mvgd_1056_lvgd_97730_hydro_753021,BusBar_mvgd_1056_lvgd_97730_LV,0.0549773993083314,run_of_river,PQ,,hydro,lv,753021.0,,,,,,
Generator_mvgd_1056_lvgd_97730_solar_roof_mounted_1584988,BranchTee_mvgd_1056_lvgd_97730_2,0.0075899999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,1584988.0,,,,,,
Generator_mvgd_1056_lvgd_97731_solar_roof_mounted_750105,BranchTee_mvgd_1056_lvgd_97731_104,0.00962,solar,PQ,1131085.0,solar_roof_mounted,lv,750105.0,,,,,,
Generator_mvgd_1056_lvgd_97731_solar_roof_mounted_750179,BranchTee_mvgd_1056_lvgd_97731_66,0.029845,solar,PQ,1131085.0,solar_roof_mounted,lv,750179.0,,,,,,
Generator_mvgd_1056_lvgd_97731_solar_roof_mounted_752537,BranchTee_mvgd_1056_lvgd_97731_80,0.01078,solar,PQ,1131085.0,solar_roof_mounted,lv,752537.0,,,,,,
Generator_mvgd_1056_lvgd_97731_solar_roof_mounted_752960,BranchTee_mvgd_1056_lvgd_97731_2,0.00399,solar,PQ,1131085.0,solar_roof_mounted,lv,752960.0,,,,,,
Generator_mvgd_1056_lvgd_97731_solar_roof_mounted_752984,BusBar_mvgd_1056_lvgd_97731_LV,0.05193,solar,PQ,1131085.0,solar_roof_mounted,lv,752984.0,,,,,,
Generator_mvgd_1056_lvgd_97731_solar_roof_mounted_753059,BranchTee_mvgd_1056_lvgd_97731_54,0.01,solar,PQ,1131085.0,solar_roof_mounted,lv,753059.0,,,,,,
Generator_mvgd_1056_lvgd_97732_solar_roof_mounted_749920,BranchTee_mvgd_1056_lvgd_97732_74,0.0032,solar,PQ,1131085.0,solar_roof_mounted,lv,749920.0,,,,,,
Generator_mvgd_1056_lvgd_97732_solar_roof_mounted_750015,BranchTee_mvgd_1056_lvgd_97732_150,0.03,solar,PQ,1131085.0,solar_roof_mounted,lv,750015.0,,,,,,
Generator_mvgd_1056_lvgd_97732_solar_roof_mounted_750301,BranchTee_mvgd_1056_lvgd_97732_234,0.00989,solar,PQ,1131085.0,solar_roof_mounted,lv,750301.0,,,,,,
Generator_mvgd_1056_lvgd_97732_solar_roof_mounted_752231,BranchTee_mvgd_1056_lvgd_97732_130,0.0052,solar,PQ,1131085.0,solar_roof_mounted,lv,752231.0,,,,,,
Generator_mvgd_1056_lvgd_97732_solar_roof_mounted_752238,BusBar_mvgd_1056_lvgd_97732_LV,0.06966,solar,PQ,1131085.0,solar_roof_mounted,lv,752238.0,,,,,,
Generator_mvgd_1056_lvgd_97732_solar_roof_mounted_752427,BranchTee_mvgd_1056_lvgd_97732_256,0.0038399999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752427.0,,,,,,
Generator_mvgd_1056_lvgd_97733_solar_roof_mounted_557788,BranchTee_mvgd_1056_lvgd_97733_2,0.00936,solar,PQ,1131085.0,solar_roof_mounted,lv,557788.0,,,,,,
Generator_mvgd_1056_lvgd_97733_solar_roof_mounted_749983,BranchTee_mvgd_1056_lvgd_97733_12,0.00272,solar,PQ,1131085.0,solar_roof_mounted,lv,749983.0,,,,,,
Generator_mvgd_1056_lvgd_97733_solar_roof_mounted_750106,BusBar_mvgd_1056_lvgd_97733_LV,0.04475,solar,PQ,1131085.0,solar_roof_mounted,lv,750106.0,,,,,,
Generator_mvgd_1056_lvgd_97733_solar_roof_mounted_750109,BranchTee_mvgd_1056_lvgd_97733_60,0.01848,solar,PQ,1131085.0,solar_roof_mounted,lv,750109.0,,,,,,
Generator_mvgd_1056_lvgd_97733_solar_roof_mounted_750165,BranchTee_mvgd_1056_lvgd_97733_28,0.0190399999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750165.0,,,,,,
Generator_mvgd_1056_lvgd_97733_solar_roof_mounted_752247,BranchTee_mvgd_1056_lvgd_97733_76,0.02842,solar,PQ,1131085.0,solar_roof_mounted,lv,752247.0,,,,,,
Generator_mvgd_1056_lvgd_97733_hydro_752420,BranchTee_mvgd_1056_lvgd_97733_112,0.0126870921480764,run_of_river,PQ,,hydro,lv,752420.0,,,,,,
Generator_mvgd_1056_lvgd_97733_solar_roof_mounted_752516,BranchTee_mvgd_1056_lvgd_97733_90,0.01755,solar,PQ,1131085.0,solar_roof_mounted,lv,752516.0,,,,,,
Generator_mvgd_1056_lvgd_97733_solar_roof_mounted_752529,BranchTee_mvgd_1056_lvgd_97733_124,0.01372,solar,PQ,1131085.0,solar_roof_mounted,lv,752529.0,,,,,,
Generator_mvgd_1056_lvgd_97733_solar_roof_mounted_752544,BranchTee_mvgd_1056_lvgd_97733_78,0.01224,solar,PQ,1131085.0,solar_roof_mounted,lv,752544.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_749923,BranchTee_mvgd_1056_lvgd_97734_86,0.0011,solar,PQ,1131085.0,solar_roof_mounted,lv,749923.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_749956,BranchTee_mvgd_1056_lvgd_97734_2,0.002145,solar,PQ,1131085.0,solar_roof_mounted,lv,749956.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_750022,BranchTee_mvgd_1056_lvgd_97734_28,0.01584,solar,PQ,1131085.0,solar_roof_mounted,lv,750022.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_750045,BranchTee_mvgd_1056_lvgd_97734_106,0.02002,solar,PQ,1131085.0,solar_roof_mounted,lv,750045.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_750140,BranchTee_mvgd_1056_lvgd_97734_60,0.027,solar,PQ,1131085.0,solar_roof_mounted,lv,750140.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_752211,BranchTee_mvgd_1056_lvgd_97734_126,0.01998,solar,PQ,1131085.0,solar_roof_mounted,lv,752211.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_752496,BranchTee_mvgd_1056_lvgd_97734_122,0.0074,solar,PQ,1131085.0,solar_roof_mounted,lv,752496.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_752507,BranchTee_mvgd_1056_lvgd_97734_116,0.0242399999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752507.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_752956,BranchTee_mvgd_1056_lvgd_97734_76,0.00792,solar,PQ,1131085.0,solar_roof_mounted,lv,752956.0,,,,,,
Generator_mvgd_1056_lvgd_97734_solar_roof_mounted_753014,BranchTee_mvgd_1056_lvgd_97734_58,0.0148,solar,PQ,1131085.0,solar_roof_mounted,lv,753014.0,,,,,,
Generator_mvgd_1056_lvgd_97735_solar_roof_mounted_749910,BranchTee_mvgd_1056_lvgd_97735_100,0.002,solar,PQ,1131085.0,solar_roof_mounted,lv,749910.0,,,,,,
Generator_mvgd_1056_lvgd_97735_solar_roof_mounted_749950,BranchTee_mvgd_1056_lvgd_97735_140,0.005,solar,PQ,1131085.0,solar_roof_mounted,lv,749950.0,,,,,,
Generator_mvgd_1056_lvgd_97735_solar_roof_mounted_750083,BranchTee_mvgd_1056_lvgd_97735_164,0.025,solar,PQ,1131085.0,solar_roof_mounted,lv,750083.0,,,,,,
Generator_mvgd_1056_lvgd_97735_solar_roof_mounted_750131,BranchTee_mvgd_1056_lvgd_97735_96,0.02888,solar,PQ,1131085.0,solar_roof_mounted,lv,750131.0,,,,,,
Generator_mvgd_1056_lvgd_97735_solar_roof_mounted_750289,BranchTee_mvgd_1056_lvgd_97735_2,0.009,solar,PQ,1131085.0,solar_roof_mounted,lv,750289.0,,,,,,
Generator_mvgd_1056_lvgd_97735_solar_roof_mounted_752461,BranchTee_mvgd_1056_lvgd_97735_214,0.02662,solar,PQ,1131085.0,solar_roof_mounted,lv,752461.0,,,,,,
Generator_mvgd_1056_lvgd_97735_solar_roof_mounted_752954,BranchTee_mvgd_1056_lvgd_97735_152,0.0076799999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752954.0,,,,,,
