,bus,control,p_nom,max_hours,voltage_level
StorageUnit_LVGrid_97735_1,BranchTee_mvgd_1056_lvgd_97735_100,PQ,0.002,1,lv
StorageUnit_LVGrid_97735_2,BranchTee_mvgd_1056_lvgd_97735_140,PQ,0.005,1,lv
StorageUnit_LVGrid_97735_3,BranchTee_mvgd_1056_lvgd_97735_164,PQ,0.025,1,lv
StorageUnit_LVGrid_97735_4,BranchTee_mvgd_1056_lvgd_97735_96,PQ,0.02888,1,lv
StorageUnit_LVGrid_97735_5,BranchTee_mvgd_1056_lvgd_97735_2,PQ,0.009,1,lv
StorageUnit_LVGrid_97735_6,BranchTee_mvgd_1056_lvgd_97735_214,PQ,0.02662,1,lv
StorageUnit_LVGrid_97735_7,BranchTee_mvgd_1056_lvgd_97735_152,PQ,0.0076799999999999,1,lv
StorageUnit_LVGrid_97735_8,BranchTee_mvgd_1056_lvgd_97735_20,PQ,0.00264,1,lv
StorageUnit_LVGrid_97735_9,BranchTee_mvgd_1056_lvgd_97735_82,PQ,0.03,1,lv
StorageUnit_LVGrid_97735_10,BranchTee_mvgd_1056_lvgd_97735_38,PQ,0.00312,1,lv
StorageUnit_LVGrid_97768_1,BranchTee_mvgd_1056_lvgd_97768_14,PQ,0.0188,1,lv
StorageUnit_LVGrid_97768_2,BranchTee_mvgd_1056_lvgd_97768_30,PQ,0.015,1,lv
StorageUnit_LVGrid_97768_3,BranchTee_mvgd_1056_lvgd_97768_2,PQ,0.015345,1,lv
StorageUnit_LVGrid_97768_4,BranchTee_mvgd_1056_lvgd_97768_34,PQ,0.01584,1,lv
StorageUnit_LVGrid_97768_5,BranchTee_mvgd_1056_lvgd_97768_46,PQ,0.00731,1,lv
StorageUnit_LVGrid_97828_1,BranchTee_mvgd_1056_lvgd_97828_28,PQ,0.0048,1,lv
StorageUnit_LVGrid_97828_2,BranchTee_mvgd_1056_lvgd_97828_34,PQ,0.00462,1,lv
StorageUnit_LVGrid_97828_3,BranchTee_mvgd_1056_lvgd_97828_66,PQ,0.02623,1,lv
StorageUnit_LVGrid_97828_4,BranchTee_mvgd_1056_lvgd_97828_46,PQ,0.02092,1,lv
StorageUnit_LVGrid_97828_5,BranchTee_mvgd_1056_lvgd_97828_8,PQ,0.0030099999999999,1,lv
StorageUnit_LVGrid_97828_6,BranchTee_mvgd_1056_lvgd_97828_2,PQ,0.011025,1,lv
StorageUnit_LVGrid_97828_7,BranchTee_mvgd_1056_lvgd_97828_14,PQ,0.00495,1,lv
StorageUnit_LVGrid_97828_8,BranchTee_mvgd_1056_lvgd_97828_60,PQ,0.0081999999999999,1,lv
StorageUnit_LVGrid_97829_1,BranchTee_mvgd_1056_lvgd_97829_4,PQ,0.00128,1,lv
StorageUnit_LVGrid_97829_2,BranchTee_mvgd_1056_lvgd_97829_14,PQ,0.00792,1,lv
StorageUnit_LVGrid_97829_3,BranchTee_mvgd_1056_lvgd_97829_18,PQ,0.00437,1,lv
StorageUnit_LVGrid_97829_4,BranchTee_mvgd_1056_lvgd_97829_2,PQ,0.02323,1,lv
StorageUnit_LVGrid_97829_5,BranchTee_mvgd_1056_lvgd_97829_10,PQ,0.01,1,lv
StorageUnit_LVGrid_97829_6,BranchTee_mvgd_1056_lvgd_97829_6,PQ,0.0033599999999999,1,lv
StorageUnit_LVGrid_97829_7,BranchTee_mvgd_1056_lvgd_97829_24,PQ,0.00748,1,lv
StorageUnit_LVGrid_97829_8,BranchTee_mvgd_1056_lvgd_97829_26,PQ,0.0155,1,lv
StorageUnit_LVGrid_97829_9,BranchTee_mvgd_1056_lvgd_97829_12,PQ,0.00936,1,lv
StorageUnit_LVGrid_97851_1,BranchTee_mvgd_1056_lvgd_97851_62,PQ,0.00396,1,lv
StorageUnit_LVGrid_97851_2,BranchTee_mvgd_1056_lvgd_97851_28,PQ,0.01755,1,lv
StorageUnit_LVGrid_97851_3,BranchTee_mvgd_1056_lvgd_97851_34,PQ,0.01481,1,lv
StorageUnit_LVGrid_97851_4,BranchTee_mvgd_1056_lvgd_97851_68,PQ,0.0126,1,lv
StorageUnit_LVGrid_97851_5,BranchTee_mvgd_1056_lvgd_97851_46,PQ,0.0095,1,lv
StorageUnit_LVGrid_97876_1,BranchTee_mvgd_1056_lvgd_97876_12,PQ,0.0084,1,lv
StorageUnit_LVGrid_97876_2,BranchTee_mvgd_1056_lvgd_97876_2,PQ,0.0329,1,lv
StorageUnit_LVGrid_97876_3,BranchTee_mvgd_1056_lvgd_97876_32,PQ,0.02875,1,lv
StorageUnit_LVGrid_97876_4,BranchTee_mvgd_1056_lvgd_97876_24,PQ,0.0021,1,lv
StorageUnit_LVGrid_97905_1,BranchTee_mvgd_1056_lvgd_97905_12,PQ,0.0066,1,lv
StorageUnit_LVGrid_97905_2,BranchTee_mvgd_1056_lvgd_97905_32,PQ,0.01355,1,lv
StorageUnit_LVGrid_97905_3,BranchTee_mvgd_1056_lvgd_97905_14,PQ,0.0250799999999999,1,lv
StorageUnit_LVGrid_97905_4,BranchTee_mvgd_1056_lvgd_97905_22,PQ,0.015635,1,lv
StorageUnit_LVGrid_97905_5,BranchTee_mvgd_1056_lvgd_97905_2,PQ,0.00684,1,lv
StorageUnit_LVGrid_97906_1,BranchTee_mvgd_1056_lvgd_97906_10,PQ,0.00243,1,lv
StorageUnit_LVGrid_97906_2,BranchTee_mvgd_1056_lvgd_97906_24,PQ,0.01024,1,lv
StorageUnit_LVGrid_97906_3,BranchTee_mvgd_1056_lvgd_97906_14,PQ,0.01035,1,lv
StorageUnit_LVGrid_97906_4,BranchTee_mvgd_1056_lvgd_97906_2,PQ,0.0115,1,lv
StorageUnit_LVGrid_97906_5,BranchTee_mvgd_1056_lvgd_97906_26,PQ,0.00594,1,lv
StorageUnit_LVGrid_440366_1,BranchTee_mvgd_1056_lvgd_440366_2,PQ,0.09912,1,lv
StorageUnit_LVGrid_97952_1,BranchTee_mvgd_1056_lvgd_97952_14,PQ,0.0075899999999999,1,lv
StorageUnit_LVGrid_97976_1,BranchTee_mvgd_1056_lvgd_97976_28,PQ,0.00444,1,lv
StorageUnit_LVGrid_97976_2,BranchTee_mvgd_1056_lvgd_97976_84,PQ,0.02244,1,lv
StorageUnit_LVGrid_97976_3,BranchTee_mvgd_1056_lvgd_97976_108,PQ,0.0072,1,lv
StorageUnit_LVGrid_97976_4,BranchTee_mvgd_1056_lvgd_97976_10,PQ,0.00468,1,lv
StorageUnit_LVGrid_97976_5,BranchTee_mvgd_1056_lvgd_97976_24,PQ,0.01408,1,lv
StorageUnit_LVGrid_97976_6,BranchTee_mvgd_1056_lvgd_97976_30,PQ,0.00517,1,lv
StorageUnit_LVGrid_98276_1,BranchTee_mvgd_1056_lvgd_98276_32,PQ,0.0042,1,lv
StorageUnit_LVGrid_98276_2,BranchTee_mvgd_1056_lvgd_98276_12,PQ,0.0099,1,lv
StorageUnit_LVGrid_98276_3,BranchTee_mvgd_1056_lvgd_98276_30,PQ,0.01034,1,lv
StorageUnit_LVGrid_98276_4,BranchTee_mvgd_1056_lvgd_98276_22,PQ,0.00882,1,lv
StorageUnit_LVGrid_98277_1,BranchTee_mvgd_1056_lvgd_98277_60,PQ,0.01107,1,lv
StorageUnit_LVGrid_98277_2,BranchTee_mvgd_1056_lvgd_98277_28,PQ,0.005625,1,lv
StorageUnit_LVGrid_98277_3,BranchTee_mvgd_1056_lvgd_98277_34,PQ,0.02769,1,lv
StorageUnit_LVGrid_98277_4,BranchTee_mvgd_1056_lvgd_98277_66,PQ,0.00624,1,lv
StorageUnit_LVGrid_98278_1,BranchTee_mvgd_1056_lvgd_98278_92,PQ,0.0067599999999999,1,lv
StorageUnit_LVGrid_98278_2,BranchTee_mvgd_1056_lvgd_98278_170,PQ,0.0024,1,lv
StorageUnit_LVGrid_98278_3,BranchTee_mvgd_1056_lvgd_98278_30,PQ,0.01532,1,lv
StorageUnit_LVGrid_98278_4,BranchTee_mvgd_1056_lvgd_98278_110,PQ,0.02952,1,lv
StorageUnit_LVGrid_98278_5,BranchTee_mvgd_1056_lvgd_98278_4,PQ,0.01656,1,lv
StorageUnit_LVGrid_98278_6,BranchTee_mvgd_1056_lvgd_98278_20,PQ,0.01551,1,lv
StorageUnit_LVGrid_98278_7,BranchTee_mvgd_1056_lvgd_98278_120,PQ,0.01348,1,lv
StorageUnit_LVGrid_98278_8,BranchTee_mvgd_1056_lvgd_98278_68,PQ,0.00612,1,lv
StorageUnit_LVGrid_98278_9,BranchTee_mvgd_1056_lvgd_98278_152,PQ,0.01512,1,lv
StorageUnit_LVGrid_98278_10,BranchTee_mvgd_1056_lvgd_98278_106,PQ,0.0036,1,lv
StorageUnit_LVGrid_98278_11,BranchTee_mvgd_1056_lvgd_98278_78,PQ,0.00972,1,lv
StorageUnit_LVGrid_98278_12,BranchTee_mvgd_1056_lvgd_98278_134,PQ,0.006,1,lv
StorageUnit_LVGrid_98279_1,BranchTee_mvgd_1056_lvgd_98279_10,PQ,0.00656,1,lv
StorageUnit_LVGrid_98279_2,BranchTee_mvgd_1056_lvgd_98279_64,PQ,0.01311,1,lv
StorageUnit_LVGrid_98279_3,BranchTee_mvgd_1056_lvgd_98279_30,PQ,0.0176,1,lv
StorageUnit_LVGrid_98279_4,BranchTee_mvgd_1056_lvgd_98279_4,PQ,0.00956,1,lv
StorageUnit_LVGrid_98279_5,BranchTee_mvgd_1056_lvgd_98279_2,PQ,0.005265,1,lv
StorageUnit_LVGrid_98279_6,BranchTee_mvgd_1056_lvgd_98279_106,PQ,0.0297,1,lv
StorageUnit_LVGrid_98279_7,BranchTee_mvgd_1056_lvgd_98279_140,PQ,0.0072,1,lv
StorageUnit_LVGrid_98280_1,BranchTee_mvgd_1056_lvgd_98280_38,PQ,0.0091,1,lv
StorageUnit_LVGrid_98280_2,BranchTee_mvgd_1056_lvgd_98280_80,PQ,0.02925,1,lv
StorageUnit_LVGrid_98280_3,BranchTee_mvgd_1056_lvgd_98280_10,PQ,0.01638,1,lv
StorageUnit_LVGrid_98280_4,BranchTee_mvgd_1056_lvgd_98280_68,PQ,0.00648,1,lv
StorageUnit_LVGrid_98280_5,BranchTee_mvgd_1056_lvgd_98280_60,PQ,0.027,1,lv
StorageUnit_LVGrid_98280_6,BranchTee_mvgd_1056_lvgd_98280_70,PQ,0.0101199999999999,1,lv
StorageUnit_LVGrid_98280_7,BranchTee_mvgd_1056_lvgd_98280_16,PQ,0.00432,1,lv
StorageUnit_LVGrid_98280_8,BranchTee_mvgd_1056_lvgd_98280_12,PQ,0.01932,1,lv
StorageUnit_LVGrid_98280_9,BranchTee_mvgd_1056_lvgd_98280_106,PQ,0.009945,1,lv
StorageUnit_LVGrid_98280_10,BranchTee_mvgd_1056_lvgd_98280_84,PQ,0.00714,1,lv
StorageUnit_LVGrid_98280_11,BranchTee_mvgd_1056_lvgd_98280_72,PQ,0.02993,1,lv
StorageUnit_LVGrid_98280_12,BranchTee_mvgd_1056_lvgd_98280_76,PQ,0.0094399999999999,1,lv
StorageUnit_LVGrid_440438_1,BranchTee_mvgd_1056_lvgd_440438_102,PQ,0.01008,1,lv
StorageUnit_LVGrid_440438_2,BranchTee_mvgd_1056_lvgd_440438_62,PQ,0.01525,1,lv
StorageUnit_LVGrid_440438_3,BranchTee_mvgd_1056_lvgd_440438_86,PQ,0.00898,1,lv
StorageUnit_LVGrid_440438_4,BranchTee_mvgd_1056_lvgd_440438_40,PQ,0.00756,1,lv
StorageUnit_LVGrid_440438_5,BranchTee_mvgd_1056_lvgd_440438_8,PQ,0.01014,1,lv
StorageUnit_LVGrid_440438_6,BranchTee_mvgd_1056_lvgd_440438_100,PQ,0.0245,1,lv
StorageUnit_LVGrid_440438_7,BranchTee_mvgd_1056_lvgd_440438_60,PQ,0.0135,1,lv
StorageUnit_LVGrid_440438_8,BranchTee_mvgd_1056_lvgd_440438_68,PQ,0.01672,1,lv
StorageUnit_LVGrid_440438_9,BranchTee_mvgd_1056_lvgd_440438_14,PQ,0.0048,1,lv
StorageUnit_LVGrid_440438_10,BranchTee_mvgd_1056_lvgd_440438_50,PQ,0.00651,1,lv
StorageUnit_LVGrid_440438_11,BranchTee_mvgd_1056_lvgd_440438_38,PQ,0.01,1,lv
StorageUnit_LVGrid_440694_1,BranchTee_mvgd_1056_lvgd_440694_6,PQ,0.0297,1,lv
StorageUnit_LVGrid_98547_1,BranchTee_mvgd_1056_lvgd_98547_4,PQ,0.03666,1,lv
StorageUnit_LVGrid_98547_2,BranchTee_mvgd_1056_lvgd_98547_2,PQ,0.04248,1,lv
StorageUnit_LVGrid_98548_1,BranchTee_mvgd_1056_lvgd_98548_2,PQ,0.0411599999999999,1,lv
StorageUnit_LVGrid_98549_1,BranchTee_mvgd_1056_lvgd_98549_8,PQ,0.00465,1,lv
StorageUnit_LVGrid_98549_2,BranchTee_mvgd_1056_lvgd_98549_8,PQ,0.02992,1,lv
StorageUnit_LVGrid_98549_3,BranchTee_mvgd_1056_lvgd_98549_8,PQ,0.00779,1,lv
StorageUnit_LVGrid_98549_4,BranchTee_mvgd_1056_lvgd_98549_8,PQ,0.01288,1,lv
StorageUnit_LVGrid_98549_5,BranchTee_mvgd_1056_lvgd_98549_8,PQ,0.0098599999999999,1,lv
StorageUnit_LVGrid_98550_1,BranchTee_mvgd_1056_lvgd_98550_2,PQ,0.09984,1,lv
StorageUnit_LVGrid_98712_1,BranchTee_mvgd_1056_lvgd_98712_74,PQ,0.00276,1,lv
StorageUnit_LVGrid_98712_2,BranchTee_mvgd_1056_lvgd_98712_42,PQ,0.00512,1,lv
StorageUnit_LVGrid_98712_3,BranchTee_mvgd_1056_lvgd_98712_14,PQ,0.00594,1,lv
StorageUnit_LVGrid_98712_4,BranchTee_mvgd_1056_lvgd_98712_52,PQ,0.008405,1,lv
StorageUnit_LVGrid_98712_5,BranchTee_mvgd_1056_lvgd_98712_70,PQ,0.00658,1,lv
StorageUnit_LVGrid_98712_6,BranchTee_mvgd_1056_lvgd_98712_92,PQ,0.01504,1,lv
StorageUnit_LVGrid_98712_7,BranchTee_mvgd_1056_lvgd_98712_94,PQ,0.00748,1,lv
StorageUnit_LVGrid_98712_8,BranchTee_mvgd_1056_lvgd_98712_4,PQ,0.01656,1,lv
StorageUnit_LVGrid_98713_1,BranchTee_mvgd_1056_lvgd_98713_16,PQ,0.00085,1,lv
StorageUnit_LVGrid_98713_2,BranchTee_mvgd_1056_lvgd_98713_46,PQ,0.00833,1,lv
StorageUnit_LVGrid_440776_1,BranchTee_mvgd_1056_lvgd_440776_6,PQ,0.0072,1,lv
StorageUnit_LVGrid_440776_2,BranchTee_mvgd_1056_lvgd_440776_4,PQ,0.00756,1,lv
StorageUnit_LVGrid_439483_1,BranchTee_mvgd_1056_lvgd_439483_14,PQ,0.0055,1,lv
StorageUnit_LVGrid_439483_2,BranchTee_mvgd_1056_lvgd_439483_2,PQ,0.01125,1,lv
StorageUnit_LVGrid_439483_3,BranchTee_mvgd_1056_lvgd_439483_10,PQ,0.02982,1,lv
StorageUnit_LVGrid_439483_4,BranchTee_mvgd_1056_lvgd_439483_12,PQ,0.0085,1,lv
StorageUnit_LVGrid_439676_1,BranchTee_mvgd_1056_lvgd_439676_2,PQ,0.03008,1,lv
StorageUnit_LVGrid_439676_2,BranchTee_mvgd_1056_lvgd_439676_4,PQ,0.0121999999999999,1,lv
StorageUnit_LVGrid_439054_1,BranchTee_mvgd_1056_lvgd_439054_6,PQ,0.00966,1,lv
StorageUnit_LVGrid_504532_1,BranchTee_mvgd_1056_lvgd_504532_12,PQ,0.01283,1,lv
StorageUnit_LVGrid_504532_2,BranchTee_mvgd_1056_lvgd_504532_24,PQ,0.00252,1,lv
StorageUnit_LVGrid_504532_3,BranchTee_mvgd_1056_lvgd_504532_14,PQ,0.00172,1,lv
StorageUnit_LVGrid_504532_4,BranchTee_mvgd_1056_lvgd_504532_2,PQ,0.02926,1,lv
StorageUnit_LVGrid_504532_5,BranchTee_mvgd_1056_lvgd_504532_4,PQ,0.01572,1,lv
StorageUnit_LVGrid_504532_6,BranchTee_mvgd_1056_lvgd_504532_10,PQ,0.01907,1,lv
StorageUnit_LVGrid_98951_1,BranchTee_mvgd_1056_lvgd_98951_76,PQ,0.01092,1,lv
StorageUnit_LVGrid_98951_2,BranchTee_mvgd_1056_lvgd_98951_60,PQ,0.00799,1,lv
StorageUnit_LVGrid_98951_3,BranchTee_mvgd_1056_lvgd_98951_2,PQ,0.014805,1,lv
StorageUnit_LVGrid_98951_4,BranchTee_mvgd_1056_lvgd_98951_14,PQ,0.01,1,lv
StorageUnit_LVGrid_98951_5,BranchTee_mvgd_1056_lvgd_98951_38,PQ,0.01104,1,lv
StorageUnit_LVGrid_98952_1,BranchTee_mvgd_1056_lvgd_98952_38,PQ,0.00323,1,lv
StorageUnit_LVGrid_98952_2,BranchTee_mvgd_1056_lvgd_98952_80,PQ,0.0182,1,lv
StorageUnit_LVGrid_98952_3,BranchTee_mvgd_1056_lvgd_98952_102,PQ,0.01,1,lv
StorageUnit_LVGrid_98952_4,BranchTee_mvgd_1056_lvgd_98952_68,PQ,0.0096,1,lv
StorageUnit_LVGrid_98952_5,BranchTee_mvgd_1056_lvgd_98952_60,PQ,0.00504,1,lv
StorageUnit_LVGrid_98952_6,BranchTee_mvgd_1056_lvgd_98952_70,PQ,0.00658,1,lv
StorageUnit_LVGrid_98952_7,BranchTee_mvgd_1056_lvgd_98952_16,PQ,0.017,1,lv
StorageUnit_LVGrid_98952_8,BranchTee_mvgd_1056_lvgd_98952_98,PQ,0.0021,1,lv
StorageUnit_LVGrid_99001_1,BranchTee_mvgd_1056_lvgd_99001_16,PQ,0.00546,1,lv
StorageUnit_LVGrid_99001_2,BranchTee_mvgd_1056_lvgd_99001_50,PQ,0.006,1,lv
StorageUnit_LVGrid_99001_3,BranchTee_mvgd_1056_lvgd_99001_14,PQ,0.0095,1,lv
StorageUnit_LVGrid_99001_4,BranchTee_mvgd_1056_lvgd_99001_2,PQ,0.06512,1,lv
StorageUnit_LVGrid_99002_1,BranchTee_mvgd_1056_lvgd_99002_34,PQ,0.00085,1,lv
StorageUnit_LVGrid_99002_2,BranchTee_mvgd_1056_lvgd_99002_46,PQ,0.0108,1,lv
StorageUnit_LVGrid_99002_3,BranchTee_mvgd_1056_lvgd_99002_10,PQ,0.01104,1,lv
StorageUnit_LVGrid_99002_4,BranchTee_mvgd_1056_lvgd_99002_44,PQ,0.01944,1,lv
StorageUnit_LVGrid_99002_5,BranchTee_mvgd_1056_lvgd_99002_30,PQ,0.02989,1,lv
StorageUnit_LVGrid_99002_6,BranchTee_mvgd_1056_lvgd_99002_22,PQ,0.02982,1,lv
StorageUnit_LVGrid_99021_1,BranchTee_mvgd_1056_lvgd_99021_10,PQ,0.002,1,lv
StorageUnit_LVGrid_99021_2,BranchTee_mvgd_1056_lvgd_99021_24,PQ,0.00663,1,lv
StorageUnit_LVGrid_99021_3,BranchTee_mvgd_1056_lvgd_99021_14,PQ,0.0233999999999999,1,lv
StorageUnit_LVGrid_440092_1,BranchTee_mvgd_1056_lvgd_440092_2,PQ,0.02914,1,lv
StorageUnit_LVGrid_99143_1,BranchTee_mvgd_1056_lvgd_99143_50,PQ,0.01734,1,lv
StorageUnit_LVGrid_99143_2,BranchTee_mvgd_1056_lvgd_99143_10,PQ,0.0099499999999999,1,lv
StorageUnit_LVGrid_99143_3,BranchTee_mvgd_1056_lvgd_99143_34,PQ,0.0069299999999999,1,lv
StorageUnit_LVGrid_99143_4,BranchTee_mvgd_1056_lvgd_99143_22,PQ,0.0054,1,lv
StorageUnit_LVGrid_99143_5,BranchTee_mvgd_1056_lvgd_99143_20,PQ,0.024,1,lv
StorageUnit_LVGrid_99144_1,BranchTee_mvgd_1056_lvgd_99144_24,PQ,0.01485,1,lv
StorageUnit_LVGrid_99144_2,BranchTee_mvgd_1056_lvgd_99144_14,PQ,0.00726,1,lv
StorageUnit_LVGrid_99144_3,BranchTee_mvgd_1056_lvgd_99144_2,PQ,0.01188,1,lv
StorageUnit_LVGrid_99144_4,BranchTee_mvgd_1056_lvgd_99144_26,PQ,0.02093,1,lv
StorageUnit_LVGrid_99144_5,BranchTee_mvgd_1056_lvgd_99144_8,PQ,0.00391,1,lv
StorageUnit_LVGrid_99144_6,BranchTee_mvgd_1056_lvgd_99144_10,PQ,0.01,1,lv
StorageUnit_LVGrid_440892_1,BranchTee_mvgd_1056_lvgd_440892_12,PQ,0.00352,1,lv
StorageUnit_LVGrid_440892_2,BranchTee_mvgd_1056_lvgd_440892_26,PQ,0.00658,1,lv
StorageUnit_LVGrid_440892_3,BranchTee_mvgd_1056_lvgd_440892_14,PQ,0.00955,1,lv
StorageUnit_LVGrid_440892_4,BranchTee_mvgd_1056_lvgd_440892_20,PQ,0.01188,1,lv
StorageUnit_LVGrid_440892_5,BranchTee_mvgd_1056_lvgd_440892_4,PQ,0.00819,1,lv
StorageUnit_LVGrid_99159_1,BranchTee_mvgd_1056_lvgd_99159_16,PQ,0.0161,1,lv
StorageUnit_LVGrid_99159_2,BranchTee_mvgd_1056_lvgd_99159_32,PQ,0.01001,1,lv
StorageUnit_LVGrid_99159_3,BranchTee_mvgd_1056_lvgd_99159_14,PQ,0.00975,1,lv
StorageUnit_LVGrid_99159_4,BranchTee_mvgd_1056_lvgd_99159_22,PQ,0.0203999999999999,1,lv
StorageUnit_LVGrid_440136_1,BranchTee_mvgd_1056_lvgd_440136_6,PQ,0.0212,1,lv
StorageUnit_LVGrid_440136_2,BranchTee_mvgd_1056_lvgd_440136_6,PQ,0.0116999999999999,1,lv
StorageUnit_LVGrid_440502_1,BranchTee_mvgd_1056_lvgd_440502_4,PQ,0.00735,1,lv
StorageUnit_LVGrid_440502_2,BranchTee_mvgd_1056_lvgd_440502_2,PQ,0.01295,1,lv
StorageUnit_LVGrid_440502_3,BranchTee_mvgd_1056_lvgd_440502_2,PQ,0.006496,1,lv
StorageUnit_LVGrid_99296_1,BranchTee_mvgd_1056_lvgd_99296_10,PQ,0.00456,1,lv
StorageUnit_LVGrid_99296_2,BranchTee_mvgd_1056_lvgd_99296_24,PQ,0.02112,1,lv
StorageUnit_LVGrid_99296_3,BranchTee_mvgd_1056_lvgd_99296_14,PQ,0.00828,1,lv
StorageUnit_LVGrid_487647_1,BranchTee_mvgd_1056_lvgd_487647_4,PQ,0.0042,1,lv
StorageUnit_LVGrid_487647_2,BranchTee_mvgd_1056_lvgd_487647_4,PQ,0.0045,1,lv
StorageUnit_LVGrid_487647_3,BranchTee_mvgd_1056_lvgd_487647_4,PQ,0.01664,1,lv
StorageUnit_LVGrid_487647_4,BranchTee_mvgd_1056_lvgd_487647_4,PQ,0.00595,1,lv
StorageUnit_LVGrid_487647_5,BranchTee_mvgd_1056_lvgd_487647_4,PQ,0.007605,1,lv
StorageUnit_LVGrid_99308_1,BranchTee_mvgd_1056_lvgd_99308_10,PQ,0.00846,1,lv
StorageUnit_LVGrid_99309_1,BranchTee_mvgd_1056_lvgd_99309_14,PQ,0.00975,1,lv
StorageUnit_LVGrid_99309_2,BranchTee_mvgd_1056_lvgd_99309_46,PQ,0.01692,1,lv
StorageUnit_LVGrid_99309_3,BranchTee_mvgd_1056_lvgd_99309_2,PQ,0.0297,1,lv
StorageUnit_LVGrid_99309_4,BranchTee_mvgd_1056_lvgd_99309_34,PQ,0.02976,1,lv
StorageUnit_LVGrid_99309_5,BranchTee_mvgd_1056_lvgd_99309_12,PQ,0.01221,1,lv
StorageUnit_LVGrid_99309_6,BranchTee_mvgd_1056_lvgd_99309_56,PQ,0.00925,1,lv
StorageUnit_LVGrid_99309_7,BranchTee_mvgd_1056_lvgd_99309_22,PQ,0.00936,1,lv
StorageUnit_LVGrid_99310_1,BranchTee_mvgd_1056_lvgd_99310_12,PQ,0.0028799999999999,1,lv
StorageUnit_LVGrid_99310_2,BranchTee_mvgd_1056_lvgd_99310_32,PQ,0.0181799999999999,1,lv
StorageUnit_LVGrid_99310_3,BranchTee_mvgd_1056_lvgd_99310_14,PQ,0.009,1,lv
StorageUnit_LVGrid_99310_4,BranchTee_mvgd_1056_lvgd_99310_22,PQ,0.00981,1,lv
StorageUnit_LVGrid_99310_5,BranchTee_mvgd_1056_lvgd_99310_2,PQ,0.0151799999999999,1,lv
StorageUnit_LVGrid_102175_1,BusBar_mvgd_1056_lvgd_102175_LV,PQ,0.01443,1,lv
StorageUnit_LVGrid_102175_2,BusBar_mvgd_1056_lvgd_102175_LV,PQ,0.00248,1,lv
StorageUnit_LVGrid_102175_3,BusBar_mvgd_1056_lvgd_102175_LV,PQ,0.006525,1,lv
StorageUnit_LVGrid_102176_1,BranchTee_mvgd_1056_lvgd_102176_34,PQ,0.03,1,lv
StorageUnit_LVGrid_102176_2,BranchTee_mvgd_1056_lvgd_102176_12,PQ,0.01426,1,lv
StorageUnit_LVGrid_102176_3,BranchTee_mvgd_1056_lvgd_102176_32,PQ,0.00928,1,lv
StorageUnit_LVGrid_102176_4,BranchTee_mvgd_1056_lvgd_102176_24,PQ,0.01808,1,lv
StorageUnit_LVGrid_102176_5,BranchTee_mvgd_1056_lvgd_102176_14,PQ,0.01,1,lv
StorageUnit_LVGrid_102176_6,BranchTee_mvgd_1056_lvgd_102176_8,PQ,0.01813,1,lv
StorageUnit_LVGrid_102177_1,BranchTee_mvgd_1056_lvgd_102177_90,PQ,0.00832,1,lv
StorageUnit_LVGrid_102177_2,BranchTee_mvgd_1056_lvgd_102177_168,PQ,0.00558,1,lv
StorageUnit_LVGrid_102177_3,BranchTee_mvgd_1056_lvgd_102177_28,PQ,0.00598,1,lv
StorageUnit_LVGrid_102177_4,BranchTee_mvgd_1056_lvgd_102177_108,PQ,0.01196,1,lv
StorageUnit_LVGrid_102177_5,BranchTee_mvgd_1056_lvgd_102177_38,PQ,0.029845,1,lv
StorageUnit_LVGrid_102177_6,BranchTee_mvgd_1056_lvgd_102177_2,PQ,0.00688,1,lv
StorageUnit_LVGrid_102177_7,BranchTee_mvgd_1056_lvgd_102177_12,PQ,0.00713,1,lv
StorageUnit_LVGrid_102177_8,BranchTee_mvgd_1056_lvgd_102177_66,PQ,0.0103699999999999,1,lv
StorageUnit_LVGrid_102177_9,BranchTee_mvgd_1056_lvgd_102177_150,PQ,0.02484,1,lv
StorageUnit_LVGrid_102177_10,BranchTee_mvgd_1056_lvgd_102177_104,PQ,0.00728,1,lv
StorageUnit_LVGrid_102177_11,BranchTee_mvgd_1056_lvgd_102177_76,PQ,0.0084,1,lv
StorageUnit_LVGrid_102178_1,BranchTee_mvgd_1056_lvgd_102178_44,PQ,0.02205,1,lv
StorageUnit_LVGrid_102178_2,BranchTee_mvgd_1056_lvgd_102178_4,PQ,0.0162,1,lv
StorageUnit_LVGrid_102178_3,BranchTee_mvgd_1056_lvgd_102178_28,PQ,0.007425,1,lv
StorageUnit_LVGrid_102178_4,BranchTee_mvgd_1056_lvgd_102178_2,PQ,0.01,1,lv
StorageUnit_LVGrid_102178_5,BranchTee_mvgd_1056_lvgd_102178_72,PQ,0.0145,1,lv
StorageUnit_LVGrid_102178_6,BranchTee_mvgd_1056_lvgd_102178_42,PQ,0.00564,1,lv
StorageUnit_LVGrid_102178_7,BranchTee_mvgd_1056_lvgd_102178_58,PQ,0.0278999999999999,1,lv
StorageUnit_LVGrid_102178_8,BranchTee_mvgd_1056_lvgd_102178_40,PQ,0.01221,1,lv
StorageUnit_LVGrid_102242_1,BranchTee_mvgd_1056_lvgd_102242_50,PQ,0.01782,1,lv
StorageUnit_LVGrid_102242_2,BranchTee_mvgd_1056_lvgd_102242_10,PQ,0.0094,1,lv
StorageUnit_LVGrid_102242_3,BranchTee_mvgd_1056_lvgd_102242_34,PQ,0.0066799999999999,1,lv
