,bus0,bus1,length,x,r,b,s_nom,num_parallel,type_info,kind
Branch_Generator_mvgd_1056_biogas_752430_MVCableDist_mvgd_1056_79,Bus_mvgd_1056_gen_752430,BranchTee_mvgd_1056_79,0.2393346259731066,0.0285718923028573,0.0392508786595894,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_Generator_mvgd_1056_solar_ground_mounted_750114_MVCableDist_mvgd_1056_80,Bus_mvgd_1056_gen_750114,BranchTee_mvgd_1056_80,0.4504664950238702,0.0452858314065706,0.027478456196456,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_Generator_mvgd_1056_solar_ground_mounted_750128_MVCableDist_mvgd_1056_81,Bus_mvgd_1056_gen_750128,BranchTee_mvgd_1056_81,0.2743158644098802,0.0301626046537624,0.027431586440988,0.0,8.071356763270968,1.0,NA2XS2Y 3x1x300 RM/25,cable
Branch_Generator_mvgd_1056_solar_ground_mounted_750129_MVCableDist_mvgd_1056_83,Bus_mvgd_1056_gen_750129,BranchTee_mvgd_1056_83,2.5653966123061247,0.257901796824482,0.1564891933506736,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_Generator_mvgd_1056_solar_ground_mounted_750200_MVStation_mvgd_1056,Busbar_mvgd_1056_MV,Bus_mvgd_1056_gen_750200,9.126924570722554,0.9175385338000048,0.5567423988140758,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_Generator_mvgd_1056_solar_ground_mounted_750284_MVCableDist_mvgd_1056_82,Bus_mvgd_1056_gen_750284,BranchTee_mvgd_1056_82,0.527142431747962,0.0529941373111954,0.0321556883366256,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_Generator_mvgd_1056_solar_ground_mounted_752198_MVCableDist_mvgd_1056_83,Bus_mvgd_1056_gen_752198,BranchTee_mvgd_1056_83,0.4217145003096526,0.042395365634723,0.0257245845188888,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_Generator_mvgd_1056_solar_ground_mounted_752492_MVStation_mvgd_1056,Busbar_mvgd_1056_MV,Bus_mvgd_1056_gen_752492,4.701132511355321,0.2363046937796162,0.1433845415963373,0.0,21.09637883618892,2.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102175_LVStation_mvgd_1056_lvgd_102176,BusBar_mvgd_1056_lvgd_102175_MV,BusBar_mvgd_1056_lvgd_102176_MV,0.4680395864455605,0.0470524712437304,0.0285504147731791,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102175_MVCableDist_mvgd_1056_34,BusBar_mvgd_1056_lvgd_102175_MV,BranchTee_mvgd_1056_34,1.3909015454438944,0.1398286744650633,0.0848449942720775,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102176_MVCableDist_mvgd_1056_66,virtual_BusBar_mvgd_1056_lvgd_102176_MV,BranchTee_mvgd_1056_66,0.388345111808864,0.0390407088101194,0.0236890518203407,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102177_LVStation_mvgd_1056_lvgd_102178,BusBar_mvgd_1056_lvgd_102178_MV,BusBar_mvgd_1056_lvgd_102177_MV,0.4679606071581781,0.0470445313797616,0.0285455970366488,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102177_MVCableDist_mvgd_1056_66,BusBar_mvgd_1056_lvgd_102177_MV,BranchTee_mvgd_1056_66,0.104363316924254,0.0104917449521119,0.0063661623323794,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102242_MVCableDist_mvgd_1056_36,BusBar_mvgd_1056_lvgd_102242_MV,BranchTee_mvgd_1056_36,2.1564209413260897,0.2167870779941513,0.1315416774208914,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102243_MVCableDist_mvgd_1056_32,BusBar_mvgd_1056_lvgd_102243_MV,BranchTee_mvgd_1056_32,1.787863758172339,0.179735668745397,0.1090596892485126,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102249_MVCableDist_mvgd_1056_67,BusBar_mvgd_1056_lvgd_102249_MV,BranchTee_mvgd_1056_67,0.2570070835815654,0.0258371701024122,0.0156774320984754,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102249_MVCableDist_mvgd_1056_70,BusBar_mvgd_1056_lvgd_102249_MV,BranchTee_mvgd_1056_70,0.0790829437700903,0.0079502846455158,0.0048240595699755,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102250_MVCableDist_mvgd_1056_68,BusBar_mvgd_1056_lvgd_102250_MV,BranchTee_mvgd_1056_68,0.2061783000082532,0.0207273034443379,0.0125768763005034,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102250_MVCableDist_mvgd_1056_70,BusBar_mvgd_1056_lvgd_102250_MV,BranchTee_mvgd_1056_70,0.390532457986572,0.0392606048319673,0.0238224799371808,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102319_MVCableDist_mvgd_1056_33,BusBar_mvgd_1056_lvgd_102319_MV,BranchTee_mvgd_1056_33,2.282188363968734,0.229430598347273,0.1392134902020927,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102576_LVStation_mvgd_1056_lvgd_102577,BusBar_mvgd_1056_lvgd_102576_MV,BusBar_mvgd_1056_lvgd_102577_MV,0.4680402413331094,0.0470525370802076,0.0285504547213196,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102576_MVCableDist_mvgd_1056_71,BusBar_mvgd_1056_lvgd_102576_MV,BranchTee_mvgd_1056_71,0.2368723159592598,0.0238130024850051,0.0144492112735148,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102578_LVStation_mvgd_1056_lvgd_97239,BusBar_mvgd_1056_lvgd_97239_MV,BusBar_mvgd_1056_lvgd_102578_MV,1.1862561751402585,0.1192554779230772,0.0723616266835557,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102578_MVCableDist_mvgd_1056_71,BusBar_mvgd_1056_lvgd_102578_MV,BranchTee_mvgd_1056_71,0.4777068743286081,0.0480243330227231,0.029140119334045,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102579_LVStation_mvgd_1056_lvgd_440994,BusBar_mvgd_1056_lvgd_102579_MV,BusBar_mvgd_1056_lvgd_440994_MV,0.7118320063815043,0.0849788756698522,0.1167404490465666,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_102579_MVCableDist_mvgd_1056_71,BusBar_mvgd_1056_lvgd_102579_MV,BranchTee_mvgd_1056_71,0.243127966418344,0.024441889061827,0.0148308059515189,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102659_MVCableDist_mvgd_1056_34,BusBar_mvgd_1056_lvgd_102659_MV,BranchTee_mvgd_1056_34,0.2907907635886204,0.0292334760518968,0.0177382365789058,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102708_LVStation_mvgd_1056_lvgd_440493,BusBar_mvgd_1056_lvgd_440493_MV,BusBar_mvgd_1056_lvgd_102708_MV,1.1055693358145902,0.1111439521097364,0.06743972948469,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102723_MVCableDist_mvgd_1056_36,BusBar_mvgd_1056_lvgd_102723_MV,BranchTee_mvgd_1056_36,0.1349117598354939,0.0135628093946258,0.0082296173499651,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102773_MVCableDist_mvgd_1056_72,BusBar_mvgd_1056_lvgd_102773_MV,BranchTee_mvgd_1056_72,0.3603412138727438,0.0362254499292237,0.0219808140462373,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102774_LVStation_mvgd_1056_lvgd_102775,BusBar_mvgd_1056_lvgd_102774_MV,BusBar_mvgd_1056_lvgd_102775_MV,0.4710699657009356,0.0473571181943313,0.028735267907757,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102774_MVCableDist_mvgd_1056_72,BusBar_mvgd_1056_lvgd_102774_MV,BranchTee_mvgd_1056_72,0.3038043829998791,0.0305417477683456,0.0185320673629926,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102775_MVCableDist_mvgd_1056_37,BusBar_mvgd_1056_lvgd_102775_MV,BranchTee_mvgd_1056_37,0.7081752131471611,0.0711935375064802,0.0431986880019768,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102785_MVCableDist_mvgd_1056_33,BusBar_mvgd_1056_lvgd_102785_MV,BranchTee_mvgd_1056_33,1.1505803574473197,0.1156689535462789,0.0701854018042864,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102785_MVCableDist_mvgd_1056_73,BusBar_mvgd_1056_lvgd_102785_MV,BranchTee_mvgd_1056_73,0.2555634465147477,0.0256920398750982,0.0155893702373996,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_102937_MVCableDist_mvgd_1056_44,BusBar_mvgd_1056_lvgd_102937_MV,BranchTee_mvgd_1056_44,3.349829239913698,0.3367615657885809,0.2043395836347355,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_103068_MVCableDist_mvgd_1056_38,BusBar_mvgd_1056_lvgd_103068_MV,BranchTee_mvgd_1056_38,0.4248773733477501,0.0427133323131462,0.0259175197742127,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_103068_MVCableDist_mvgd_1056_74,BusBar_mvgd_1056_lvgd_103068_MV,BranchTee_mvgd_1056_74,0.2895393973366885,0.0291076749951282,0.0176619032375379,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_103093_MVCableDist_mvgd_1056_70,BusBar_mvgd_1056_lvgd_103093_MV,BranchTee_mvgd_1056_70,2.479282034006536,0.2492446151747869,0.1512362040743986,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_109033_LVStation_mvgd_1056_lvgd_109035,BusBar_mvgd_1056_lvgd_109033_MV,BusBar_mvgd_1056_lvgd_109035_MV,0.4679533365839404,0.0514541567552228,0.046795333658394,0.0,8.071356763270968,1.0,NA2XS2Y 3x1x300 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_109034_MVCableDist_mvgd_1056_76,BusBar_mvgd_1056_lvgd_109034_MV,BranchTee_mvgd_1056_76,0.1884096498399045,0.0213086293848888,0.023551206229988,0.0,7.2226518675622176,1.0,NA2XS2Y 3x1x240 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_109035_MVCableDist_mvgd_1056_75,BusBar_mvgd_1056_lvgd_109035_MV,BranchTee_mvgd_1056_75,0.1365958405463028,0.0145903686318203,0.0106544755626116,0.0,9.266471820493496,1.0,NA2XS2Y 3x1x400 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_109036_MVCableDist_mvgd_1056_76,BusBar_mvgd_1056_lvgd_109036_MV,BranchTee_mvgd_1056_76,0.4283927438620624,0.0430667359029833,0.0261319573755858,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_109037_MVCableDist_mvgd_1056_39,BusBar_mvgd_1056_lvgd_109037_MV,BranchTee_mvgd_1056_39,0.4190664100714925,0.0447622224783928,0.0326871799855764,0.0,9.266471820493496,1.0,NA2XS2Y 3x1x400 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_109037_MVCableDist_mvgd_1056_77,BusBar_mvgd_1056_lvgd_109037_MV,BranchTee_mvgd_1056_77,0.3638920812631294,0.0434416261894384,0.0596783013271532,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_109038_LVStation_mvgd_1056_lvgd_440565,BusBar_mvgd_1056_lvgd_109038_MV,BusBar_mvgd_1056_lvgd_440565_MV,0.4252009972085837,0.0480890998486634,0.0531501246510729,0.0,7.2226518675622176,1.0,NA2XS2Y 3x1x240 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_109038_MVCableDist_mvgd_1056_39,BusBar_mvgd_1056_lvgd_109038_MV,BranchTee_mvgd_1056_39,0.6425145257803333,0.0726666809045841,0.0803143157225416,0.0,7.2226518675622176,1.0,NA2XS2Y 3x1x240 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_109130_MVCableDist_mvgd_1056_78,BusBar_mvgd_1056_lvgd_109130_MV,BranchTee_mvgd_1056_78,0.1669718277343431,0.0167858389557335,0.0101852814917949,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_109131_MVCableDist_mvgd_1056_41,BusBar_mvgd_1056_lvgd_109131_MV,BranchTee_mvgd_1056_41,2.130863327510619,0.2142177464163603,0.1299826629781477,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_109131_MVCableDist_mvgd_1056_78,BusBar_mvgd_1056_lvgd_109131_MV,BranchTee_mvgd_1056_78,0.3024312733478194,0.0304037077300901,0.0184483076742169,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_109191_MVCableDist_mvgd_1056_41,BusBar_mvgd_1056_lvgd_109191_MV,BranchTee_mvgd_1056_41,0.3808615616457277,0.0382883802912305,0.0232325552603893,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_109684_MVCableDist_mvgd_1056_42,BusBar_mvgd_1056_lvgd_109684_MV,BranchTee_mvgd_1056_42,0.6404443714475899,0.0643844906359258,0.0390671066583029,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_439040_MVCableDist_mvgd_1056_27,BusBar_mvgd_1056_lvgd_439040_MV,BranchTee_mvgd_1056_27,0.5451900921353808,0.0548084860243985,0.0332565956202582,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_439054_LVStation_mvgd_1056_lvgd_99002,BusBar_mvgd_1056_lvgd_439054_MV,BusBar_mvgd_1056_lvgd_99002_MV,0.7052020922158803,0.0708946467904499,0.0430173276251686,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_439054_MVCableDist_mvgd_1056_28,BusBar_mvgd_1056_lvgd_439054_MV,BranchTee_mvgd_1056_28,0.6697861505718739,0.0673342480036091,0.0408569551848843,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_439483_MVCableDist_mvgd_1056_20,BusBar_mvgd_1056_lvgd_439483_MV,BranchTee_mvgd_1056_20,0.4037227414848268,0.0405866367595476,0.0246270872305744,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_439544_MVCableDist_mvgd_1056_21,BusBar_mvgd_1056_lvgd_439544_MV,BranchTee_mvgd_1056_21,0.2568586406586816,0.0258222469921399,0.0156683770801795,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_439676_MVCableDist_mvgd_1056_23,BusBar_mvgd_1056_lvgd_439676_MV,BranchTee_mvgd_1056_23,0.27936403190034,0.0298400316700413,0.0217903944882265,0.0,9.266471820493496,1.0,NA2XS2Y 3x1x400 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_439680_MVCableDist_mvgd_1056_38,BusBar_mvgd_1056_lvgd_439680_MV,BranchTee_mvgd_1056_38,0.1710543496986253,0.0171962588280889,0.0104343153316161,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_440092_MVCableDist_mvgd_1056_25,BusBar_mvgd_1056_lvgd_440092_MV,BranchTee_mvgd_1056_25,0.1402769992695791,0.0167463412341713,0.0230054278802109,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440136_MVCableDist_mvgd_1056_29,BusBar_mvgd_1056_lvgd_440136_MV,BranchTee_mvgd_1056_29,0.5715522379347101,0.0682322038498626,0.0937345670212924,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440345_MVCableDist_mvgd_1056_14,BusBar_mvgd_1056_lvgd_440345_MV,BranchTee_mvgd_1056_14,0.3697350286543435,0.0441391602922213,0.0606365446993123,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440366_MVCableDist_mvgd_1056_13,BusBar_mvgd_1056_lvgd_440366_MV,BranchTee_mvgd_1056_13,0.4738113263740215,0.0535867985564734,0.0592264157967526,0.0,7.2226518675622176,1.0,NA2XS2Y 3x1x240 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440438_MVCableDist_mvgd_1056_16,BusBar_mvgd_1056_lvgd_440438_MV,BranchTee_mvgd_1056_16,1.2643824748056014,0.1390261142961935,0.1264382474805601,0.0,8.071356763270968,1.0,NA2XS2Y 3x1x300 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440493_MVCableDist_mvgd_1056_9,BusBar_mvgd_1056_lvgd_440493_MV,BranchTee_mvgd_1056_9,0.7197333402586222,0.0723554871776041,0.0439037337557759,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_440502_LVStation_mvgd_1056_lvgd_99296,BusBar_mvgd_1056_lvgd_440502_MV,BusBar_mvgd_1056_lvgd_99296_MV,0.6530177446126768,0.0779575984672805,0.1070949101164789,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440502_MVCableDist_mvgd_1056_30,BusBar_mvgd_1056_lvgd_440502_MV,BranchTee_mvgd_1056_30,0.4808910975776578,0.0574090296944146,0.0788661400027358,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440526_MVCableDist_mvgd_1056_24,BusBar_mvgd_1056_lvgd_440526_MV,BranchTee_mvgd_1056_24,1.140730924584582,0.1361810519111094,0.1870798716318714,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440542_MVCableDist_mvgd_1056_16,BusBar_mvgd_1056_lvgd_440542_MV,BranchTee_mvgd_1056_16,1.6554246321115094,0.1664214356100193,0.100980902558802,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_440542_MVCableDist_mvgd_1056_42,BusBar_mvgd_1056_lvgd_440542_MV,Busbar_mvgd_1056_MV,13.528139545011744,0.8074981724155827,1.109307442690963,0.0034849921125304,12.36684276604178,2.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440694_MVCableDist_mvgd_1056_17,BusBar_mvgd_1056_lvgd_440694_MV,BranchTee_mvgd_1056_17,0.5549688708766817,0.0627655005978194,0.0693711088595852,0.0,7.2226518675622176,1.0,NA2XS2Y 3x1x240 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440776_MVCableDist_mvgd_1056_19,BusBar_mvgd_1056_lvgd_440776_MV,BranchTee_mvgd_1056_19,2.208378349637126,0.2636373575835364,0.3621740493404886,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440892_LVStation_mvgd_1056_lvgd_97239,BusBar_mvgd_1056_lvgd_97239_MV,BusBar_mvgd_1056_lvgd_440892_MV,2.127175094946644,0.2138469648378734,0.1297576807917452,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_440892_LVStation_mvgd_1056_lvgd_97976,BusBar_mvgd_1056_lvgd_97976_MV,BusBar_mvgd_1056_lvgd_440892_MV,2.8623978417562075,0.2877596170020026,0.1746062683471286,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_440892_MVCableDist_mvgd_1056_22,BusBar_mvgd_1056_lvgd_440892_MV,BranchTee_mvgd_1056_22,0.2193289561519177,0.0220493515957242,0.0133790663252669,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_440905_MVCableDist_mvgd_1056_22,BusBar_mvgd_1056_lvgd_440905_MV,BranchTee_mvgd_1056_22,1.548391376978913,0.1751189390927545,0.1935489221223641,0.0,7.2226518675622176,1.0,NA2XS2Y 3x1x240 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_440985_LVStation_mvgd_1056_lvgd_441085,BusBar_mvgd_1056_lvgd_440985_MV,BusBar_mvgd_1056_lvgd_441085_MV,0.9988926332040212,0.1066958677787563,0.0779136253899136,0.0,9.266471820493496,1.0,NA2XS2Y 3x1x400 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_440985_MVCableDist_mvgd_1056_66,BusBar_mvgd_1056_lvgd_440985_MV,BranchTee_mvgd_1056_66,0.8760930040823479,0.0935791297465415,0.0683352543184231,0.0,9.266471820493496,1.0,NA2XS2Y 3x1x400 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_440994_MVCableDist_mvgd_1056_35,BusBar_mvgd_1056_lvgd_440994_MV,BranchTee_mvgd_1056_35,0.1555163161483561,0.0156342053224007,0.0094864952850497,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_441037_MVCableDist_mvgd_1056_35,BusBar_mvgd_1056_lvgd_441037_MV,BranchTee_mvgd_1056_35,0.5034661585283633,0.0506139387188409,0.0307114356702301,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_487647_MVCableDist_mvgd_1056_2,BusBar_mvgd_1056_lvgd_487647_MV,BranchTee_mvgd_1056_2,0.5735862048759486,0.0630690972603555,0.0573586204875948,0.0,8.071356763270968,1.0,NA2XS2Y 3x1x300 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_502473_MVCableDist_mvgd_1056_73,BusBar_mvgd_1056_lvgd_502473_MV,BranchTee_mvgd_1056_73,0.6581161836556938,0.0661610549690009,0.0401450872029973,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_504532_MVCableDist_mvgd_1056_43,BusBar_mvgd_1056_lvgd_504532_MV,BranchTee_mvgd_1056_43,0.3129079076333565,0.0157284669419377,0.0095436911828173,0.0,21.09637883618892,2.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_504532_MVCableDist_mvgd_1056_61,BusBar_mvgd_1056_lvgd_504532_MV,BranchTee_mvgd_1056_61,0.576509761856261,0.0289785413211268,0.0175835477366159,0.0,21.09637883618892,2.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_506612_MVCableDist_mvgd_1056_68,BusBar_mvgd_1056_lvgd_506612_MV,BranchTee_mvgd_1056_68,0.6993640817436517,0.0703077459644937,0.0426612089863627,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_506626_MVCableDist_mvgd_1056_69,BusBar_mvgd_1056_lvgd_506626_MV,BranchTee_mvgd_1056_69,0.4034329210970949,0.0405575008363169,0.0246094081869227,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_506706_MVCableDist_mvgd_1056_50,BusBar_mvgd_1056_lvgd_506706_MV,Busbar_mvgd_1056_MV,0.470431834314941,0.0561603973985464,0.0771508208276503,0.0,6.183421383020892,1.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_506736_MVCableDist_mvgd_1056_74,BusBar_mvgd_1056_lvgd_506736_MV,BranchTee_mvgd_1056_74,0.4762436392888239,0.0478772325922763,0.0290508619966182,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_97101_MVCableDist_mvgd_1056_1,BusBar_mvgd_1056_lvgd_97101_MV,Busbar_mvgd_1056_MV,16.17776941120302,0.9656552691403966,1.3265770917186477,0.0041675648457638,12.36684276604178,2.0,NA2XS2Y 3x1x185 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_97195_MVCableDist_mvgd_1056_3,BusBar_mvgd_1056_lvgd_97195_MV,BranchTee_mvgd_1056_3,0.2052449078293071,0.0225678563118142,0.0205244907829307,0.0,8.071356763270968,1.0,NA2XS2Y 3x1x300 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_97221_MVCableDist_mvgd_1056_4,BusBar_mvgd_1056_lvgd_97221_MV,BranchTee_mvgd_1056_4,1.4158056971530824,0.1423323128667743,0.086364147526338,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
Branch_LVStation_mvgd_1056_lvgd_97253_MVCableDist_mvgd_1056_5,BusBar_mvgd_1056_lvgd_97253_MV,BranchTee_mvgd_1056_5,0.6474402933367834,0.07118977842147,0.0647440293336783,0.0,8.071356763270968,1.0,NA2XS2Y 3x1x300 RM/25,cable
Branch_LVStation_mvgd_1056_lvgd_97254_MVCableDist_mvgd_1056_27,BusBar_mvgd_1056_lvgd_97254_MV,BranchTee_mvgd_1056_27,2.0772762304077075,0.2088305838376176,0.1267138500548701,0.0,10.54818941809446,1.0,NA2XS2Y 3x1x500 RM/35,cable
