,bus,p_set,type,annual_consumption,sector,voltage_level,p,geom
Load_mvgd_1056_lvgd_97731_54,BranchTee_mvgd_1056_lvgd_97731_108,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_55,BranchTee_mvgd_1056_lvgd_97731_110,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_56,BranchTee_mvgd_1056_lvgd_97731_112,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_57,BranchTee_mvgd_1056_lvgd_97731_114,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_58,BranchTee_mvgd_1056_lvgd_97731_116,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_59,BranchTee_mvgd_1056_lvgd_97731_118,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_60,BranchTee_mvgd_1056_lvgd_97731_120,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_61,BranchTee_mvgd_1056_lvgd_97731_122,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_62,BranchTee_mvgd_1056_lvgd_97731_124,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_63,BranchTee_mvgd_1056_lvgd_97731_126,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_64,BranchTee_mvgd_1056_lvgd_97731_128,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_65,BranchTee_mvgd_1056_lvgd_97731_130,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_66,BranchTee_mvgd_1056_lvgd_97731_132,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_67,BranchTee_mvgd_1056_lvgd_97731_134,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_68,BranchTee_mvgd_1056_lvgd_97731_136,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_69,BranchTee_mvgd_1056_lvgd_97731_138,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_70,BranchTee_mvgd_1056_lvgd_97731_140,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_71,BranchTee_mvgd_1056_lvgd_97731_142,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_72,BranchTee_mvgd_1056_lvgd_97731_144,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_73,BranchTee_mvgd_1056_lvgd_97731_146,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_74,BranchTee_mvgd_1056_lvgd_97731_148,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_75,BranchTee_mvgd_1056_lvgd_97731_150,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_76,BranchTee_mvgd_1056_lvgd_97731_152,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_77,BranchTee_mvgd_1056_lvgd_97731_154,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_78,BranchTee_mvgd_1056_lvgd_97731_156,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_79,BranchTee_mvgd_1056_lvgd_97731_158,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_80,BranchTee_mvgd_1056_lvgd_97731_160,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_81,BranchTee_mvgd_1056_lvgd_97731_162,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_82,BranchTee_mvgd_1056_lvgd_97731_164,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_83,BranchTee_mvgd_1056_lvgd_97731_166,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_84,BranchTee_mvgd_1056_lvgd_97731_168,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_85,BranchTee_mvgd_1056_lvgd_97731_170,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_86,BranchTee_mvgd_1056_lvgd_97731_172,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_87,BranchTee_mvgd_1056_lvgd_97731_174,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_88,BranchTee_mvgd_1056_lvgd_97731_176,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_89,BranchTee_mvgd_1056_lvgd_97731_178,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_90,BranchTee_mvgd_1056_lvgd_97731_180,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_91,BranchTee_mvgd_1056_lvgd_97731_182,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_92,BranchTee_mvgd_1056_lvgd_97731_184,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_93,BranchTee_mvgd_1056_lvgd_97731_186,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_94,BranchTee_mvgd_1056_lvgd_97731_188,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_95,BranchTee_mvgd_1056_lvgd_97731_190,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_96,BranchTee_mvgd_1056_lvgd_97731_192,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_97,BranchTee_mvgd_1056_lvgd_97731_194,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_98,BranchTee_mvgd_1056_lvgd_97731_196,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_99,BranchTee_mvgd_1056_lvgd_97731_198,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_100,BranchTee_mvgd_1056_lvgd_97731_200,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_101,BranchTee_mvgd_1056_lvgd_97731_202,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_102,BranchTee_mvgd_1056_lvgd_97731_204,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_103,BranchTee_mvgd_1056_lvgd_97731_206,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_104,BranchTee_mvgd_1056_lvgd_97731_208,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_105,BranchTee_mvgd_1056_lvgd_97731_210,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_106,BranchTee_mvgd_1056_lvgd_97731_212,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_107,BranchTee_mvgd_1056_lvgd_97731_214,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_108,BranchTee_mvgd_1056_lvgd_97731_216,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_109,BranchTee_mvgd_1056_lvgd_97731_218,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_110,BranchTee_mvgd_1056_lvgd_97731_220,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_111,BranchTee_mvgd_1056_lvgd_97731_222,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_112,BranchTee_mvgd_1056_lvgd_97731_224,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_113,BranchTee_mvgd_1056_lvgd_97731_226,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_114,BranchTee_mvgd_1056_lvgd_97731_228,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_115,BranchTee_mvgd_1056_lvgd_97731_230,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_116,BranchTee_mvgd_1056_lvgd_97731_232,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_117,BranchTee_mvgd_1056_lvgd_97731_234,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_118,BranchTee_mvgd_1056_lvgd_97731_236,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_119,BranchTee_mvgd_1056_lvgd_97731_238,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_120,BranchTee_mvgd_1056_lvgd_97731_240,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_121,BranchTee_mvgd_1056_lvgd_97731_242,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_122,BranchTee_mvgd_1056_lvgd_97731_244,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_123,BranchTee_mvgd_1056_lvgd_97731_246,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_124,BranchTee_mvgd_1056_lvgd_97731_248,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_125,BranchTee_mvgd_1056_lvgd_97731_250,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_126,BranchTee_mvgd_1056_lvgd_97731_252,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97731_127,BranchTee_mvgd_1056_lvgd_97731_254,0.0012669687978022,conventional_load,5.928171428983205,residential,lv,,
Load_mvgd_1056_lvgd_97732_1,BranchTee_mvgd_1056_lvgd_97732_2,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_2,BranchTee_mvgd_1056_lvgd_97732_4,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_3,BranchTee_mvgd_1056_lvgd_97732_6,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_4,BranchTee_mvgd_1056_lvgd_97732_8,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_5,BranchTee_mvgd_1056_lvgd_97732_10,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_6,BranchTee_mvgd_1056_lvgd_97732_12,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_7,BranchTee_mvgd_1056_lvgd_97732_14,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_8,BranchTee_mvgd_1056_lvgd_97732_16,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_9,BranchTee_mvgd_1056_lvgd_97732_18,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_10,BranchTee_mvgd_1056_lvgd_97732_20,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_11,BranchTee_mvgd_1056_lvgd_97732_22,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_12,BranchTee_mvgd_1056_lvgd_97732_24,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_13,BranchTee_mvgd_1056_lvgd_97732_26,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_14,BranchTee_mvgd_1056_lvgd_97732_28,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_15,BranchTee_mvgd_1056_lvgd_97732_30,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_16,BranchTee_mvgd_1056_lvgd_97732_32,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_17,BranchTee_mvgd_1056_lvgd_97732_34,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_18,BranchTee_mvgd_1056_lvgd_97732_36,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_19,BranchTee_mvgd_1056_lvgd_97732_38,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_20,BranchTee_mvgd_1056_lvgd_97732_40,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_21,BranchTee_mvgd_1056_lvgd_97732_42,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_22,BranchTee_mvgd_1056_lvgd_97732_44,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_23,BranchTee_mvgd_1056_lvgd_97732_46,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_24,BranchTee_mvgd_1056_lvgd_97732_48,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_25,BranchTee_mvgd_1056_lvgd_97732_50,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_26,BranchTee_mvgd_1056_lvgd_97732_52,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_27,BranchTee_mvgd_1056_lvgd_97732_54,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_28,BranchTee_mvgd_1056_lvgd_97732_56,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_29,BranchTee_mvgd_1056_lvgd_97732_58,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_30,BranchTee_mvgd_1056_lvgd_97732_60,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_31,BranchTee_mvgd_1056_lvgd_97732_62,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_32,BranchTee_mvgd_1056_lvgd_97732_64,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_33,BranchTee_mvgd_1056_lvgd_97732_66,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_34,BranchTee_mvgd_1056_lvgd_97732_68,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_35,BranchTee_mvgd_1056_lvgd_97732_70,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_36,BranchTee_mvgd_1056_lvgd_97732_72,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_37,BranchTee_mvgd_1056_lvgd_97732_74,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_38,BranchTee_mvgd_1056_lvgd_97732_76,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_39,BranchTee_mvgd_1056_lvgd_97732_78,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_40,BranchTee_mvgd_1056_lvgd_97732_80,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_41,BranchTee_mvgd_1056_lvgd_97732_82,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_42,BranchTee_mvgd_1056_lvgd_97732_84,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_43,BranchTee_mvgd_1056_lvgd_97732_86,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_44,BranchTee_mvgd_1056_lvgd_97732_88,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_45,BranchTee_mvgd_1056_lvgd_97732_90,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_46,BranchTee_mvgd_1056_lvgd_97732_92,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_47,BranchTee_mvgd_1056_lvgd_97732_94,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_48,BranchTee_mvgd_1056_lvgd_97732_96,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_49,BranchTee_mvgd_1056_lvgd_97732_98,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_50,BranchTee_mvgd_1056_lvgd_97732_100,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_51,BranchTee_mvgd_1056_lvgd_97732_102,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_52,BranchTee_mvgd_1056_lvgd_97732_104,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_53,BranchTee_mvgd_1056_lvgd_97732_106,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_54,BranchTee_mvgd_1056_lvgd_97732_108,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_55,BranchTee_mvgd_1056_lvgd_97732_110,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_56,BranchTee_mvgd_1056_lvgd_97732_112,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_57,BranchTee_mvgd_1056_lvgd_97732_114,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_58,BranchTee_mvgd_1056_lvgd_97732_116,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_59,BranchTee_mvgd_1056_lvgd_97732_118,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_60,BranchTee_mvgd_1056_lvgd_97732_120,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_61,BranchTee_mvgd_1056_lvgd_97732_122,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_62,BranchTee_mvgd_1056_lvgd_97732_124,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_63,BranchTee_mvgd_1056_lvgd_97732_126,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_64,BranchTee_mvgd_1056_lvgd_97732_128,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_65,BranchTee_mvgd_1056_lvgd_97732_130,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_66,BranchTee_mvgd_1056_lvgd_97732_132,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_67,BranchTee_mvgd_1056_lvgd_97732_134,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_68,BranchTee_mvgd_1056_lvgd_97732_136,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_69,BranchTee_mvgd_1056_lvgd_97732_138,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_70,BranchTee_mvgd_1056_lvgd_97732_140,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_71,BranchTee_mvgd_1056_lvgd_97732_142,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_72,BranchTee_mvgd_1056_lvgd_97732_144,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_73,BranchTee_mvgd_1056_lvgd_97732_146,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_74,BranchTee_mvgd_1056_lvgd_97732_148,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_75,BranchTee_mvgd_1056_lvgd_97732_150,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_76,BranchTee_mvgd_1056_lvgd_97732_152,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_77,BranchTee_mvgd_1056_lvgd_97732_154,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_78,BranchTee_mvgd_1056_lvgd_97732_156,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_79,BranchTee_mvgd_1056_lvgd_97732_158,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_80,BranchTee_mvgd_1056_lvgd_97732_160,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_81,BranchTee_mvgd_1056_lvgd_97732_162,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_82,BranchTee_mvgd_1056_lvgd_97732_164,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_83,BranchTee_mvgd_1056_lvgd_97732_166,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_84,BranchTee_mvgd_1056_lvgd_97732_168,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_85,BranchTee_mvgd_1056_lvgd_97732_170,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_86,BranchTee_mvgd_1056_lvgd_97732_172,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_87,BranchTee_mvgd_1056_lvgd_97732_174,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_88,BranchTee_mvgd_1056_lvgd_97732_176,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_89,BranchTee_mvgd_1056_lvgd_97732_178,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_90,BranchTee_mvgd_1056_lvgd_97732_180,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_91,BranchTee_mvgd_1056_lvgd_97732_182,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_92,BranchTee_mvgd_1056_lvgd_97732_184,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_93,BranchTee_mvgd_1056_lvgd_97732_186,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_94,BranchTee_mvgd_1056_lvgd_97732_188,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_95,BranchTee_mvgd_1056_lvgd_97732_190,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_96,BranchTee_mvgd_1056_lvgd_97732_192,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_97,BranchTee_mvgd_1056_lvgd_97732_194,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_98,BranchTee_mvgd_1056_lvgd_97732_196,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_99,BranchTee_mvgd_1056_lvgd_97732_198,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_100,BranchTee_mvgd_1056_lvgd_97732_200,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_101,BranchTee_mvgd_1056_lvgd_97732_202,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_102,BranchTee_mvgd_1056_lvgd_97732_204,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_103,BranchTee_mvgd_1056_lvgd_97732_206,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_104,BranchTee_mvgd_1056_lvgd_97732_208,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_105,BranchTee_mvgd_1056_lvgd_97732_210,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_106,BranchTee_mvgd_1056_lvgd_97732_212,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_107,BranchTee_mvgd_1056_lvgd_97732_214,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_108,BranchTee_mvgd_1056_lvgd_97732_216,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
Load_mvgd_1056_lvgd_97732_109,BranchTee_mvgd_1056_lvgd_97732_218,0.0013466035408534,conventional_load,6.300783926883091,residential,lv,,
