,edisgo_id
1456,Charging_Point_LVGrid_97732_public_12
1458,Charging_Point_LVGrid_97101_public_4
1461,Charging_Point_LVGrid_487647_public_2
1462,Charging_Point_LVGrid_97851_public_9
1463,Charging_Point_LVGrid_97290_public_15
1466,Charging_Point_LVGrid_440526_public_1
1468,Charging_Point_LVGrid_99001_public_4
1469,Charging_Point_LVGrid_97721_public_8
1470,Charging_Point_LVGrid_97255_public_10
1471,Charging_Point_LVGrid_99308_public_4
1472,Charging_Point_LVGrid_440123_public_1
1473,Charging_Point_LVGrid_97733_public_16
1474,Charging_Point_LVGrid_97254_public_4
1475,Charging_Point_LVGrid_97731_public_12
1476,Charging_Point_LVGrid_97721_public_9
1477,Charging_Point_LVGrid_97254_public_5
1479,Charging_Point_LVGrid_487647_public_3
1480,Charging_Point_LVGrid_97717_public_12
1481,Charging_Point_LVGrid_98951_public_11
1482,Charging_Point_LVGrid_487647_public_4
1483,Charging_Point_LVGrid_97101_public_5
1484,Charging_Point_LVGrid_97101_public_6
1486,Charging_Point_LVGrid_98713_public_7
1487,Charging_Point_LVGrid_97723_public_16
1488,Charging_Point_LVGrid_440123_public_2
1489,Charging_Point_LVGrid_97735_public_17
1491,Charging_Point_LVGrid_98713_public_8
1493,Charging_Point_LVGrid_98713_public_9
1494,Charging_Point_LVGrid_439483_public_3
1495,Charging_Point_LVGrid_98951_public_12
1497,Charging_Point_LVGrid_98713_public_10
1499,Charging_Point_LVGrid_506706_public_1
1500,Charging_Point_LVGrid_99001_public_5
1501,Charging_Point_LVGrid_99001_public_6
1502,Charging_Point_LVGrid_99001_public_7
1503,Charging_Point_LVGrid_99143_public_7
1505,Charging_Point_LVGrid_440345_public_3
1506,Charging_Point_LVGrid_439676_public_2
1508,Charging_Point_LVGrid_98951_public_13
1509,Charging_Point_LVGrid_98951_public_14
1510,Charging_Point_LVGrid_97851_public_10
1512,Charging_Point_LVGrid_97851_public_11
1514,Charging_Point_LVGrid_99309_public_6
1515,Charging_Point_LVGrid_502473_public_4
1516,Charging_Point_LVGrid_102249_public_8
1517,Charging_Point_LVGrid_102242_public_6
1518,Charging_Point_LVGrid_102249_public_9
1520,Charging_Point_LVGrid_103093_public_4
1521,Charging_Point_LVGrid_103093_public_5
1522,Charging_Point_LVGrid_102785_public_5
1524,Charging_Point_LVGrid_102242_public_7
1525,Charging_Point_LVGrid_102249_public_10
1526,Charging_Point_LVGrid_102249_public_11
1527,Charging_Point_LVGrid_103068_public_8
1528,Charging_Point_LVGrid_102248_public_9
1529,Charging_Point_LVGrid_102319_public_6
1530,Charging_Point_LVGrid_102243_public_3
1531,Charging_Point_LVGrid_102249_public_12
1532,Charging_Point_LVGrid_102250_public_5
1533,Charging_Point_LVGrid_506612_public_1
1537,Charging_Point_LVGrid_102319_public_7
1538,Charging_Point_LVGrid_102242_public_8
1541,Charging_Point_LVGrid_102248_public_10
1542,Charging_Point_LVGrid_102243_public_4
1543,Charging_Point_LVGrid_103093_public_6
1545,Charging_Point_LVGrid_102319_public_8
1546,Charging_Point_LVGrid_103093_public_7
1548,Charging_Point_LVGrid_506736_public_4
1550,Charging_Point_LVGrid_98280_public_10
1551,Charging_Point_LVGrid_98280_public_11
1552,Charging_Point_LVGrid_440438_public_9
1553,Charging_Point_LVGrid_98278_public_14
1554,Charging_Point_LVGrid_98279_public_14
1555,Charging_Point_LVGrid_98280_public_12
1556,Charging_Point_LVGrid_109131_public_5
1558,Charging_Point_LVGrid_98278_public_15
1559,Charging_Point_LVGrid_109684_public_4
1560,Charging_Point_LVGrid_97768_public_5
1562,Charging_Point_LVGrid_98549_public_1
1563,Charging_Point_LVGrid_109191_public_8
1564,Charging_Point_LVGrid_98548_public_1
1566,Charging_Point_LVGrid_102578_public_8
1567,Charging_Point_LVGrid_102579_public_5
1569,Charging_Point_LVGrid_102576_public_8
1570,Charging_Point_LVGrid_97976_public_5
1571,Charging_Point_LVGrid_102177_public_13
1573,Charging_Point_LVGrid_102576_public_9
1574,Charging_Point_LVGrid_440892_public_3
1575,Charging_Point_LVGrid_440892_public_4
1576,Charging_Point_LVGrid_102578_public_9
1577,Charging_Point_LVGrid_97976_public_6
1578,Charging_Point_LVGrid_102578_public_10
1580,Charging_Point_LVGrid_97976_public_7
1581,Charging_Point_LVGrid_99296_public_4
1582,Charging_Point_LVGrid_102175_public_1
1583,Charging_Point_LVGrid_102578_public_11
1586,Charging_Point_LVGrid_440493_public_10
1587,Charging_Point_LVGrid_440493_public_11
1588,Charging_Point_LVGrid_102177_public_14
1589,Charging_Point_LVGrid_102774_public_1
1590,Charging_Point_LVGrid_97239_public_3
1591,Charging_Point_LVGrid_102774_public_2
1593,Charging_Point_LVGrid_440892_public_5
1594,Charging_Point_LVGrid_441037_public_2
1595,Charging_Point_LVGrid_441037_public_3
1596,Charging_Point_LVGrid_102175_public_2
1597,Charging_Point_LVGrid_102579_public_6
1599,Charging_Point_LVGrid_102176_public_8
1601,Charging_Point_LVGrid_440526_public_2
1602,Charging_Point_LVGrid_440892_public_6
1603,Charging_Point_LVGrid_440493_public_12
1604,Charging_Point_LVGrid_440892_public_7
1605,Charging_Point_LVGrid_102708_public_1
1606,Charging_Point_LVGrid_102659_public_6
1607,Charging_Point_LVGrid_97239_public_4
1609,Charging_Point_LVGrid_440493_public_13
1610,Charging_Point_LVGrid_102708_public_2
1611,Charging_Point_LVGrid_102773_public_4
1612,Charging_Point_LVGrid_102708_public_3
1613,Charging_Point_LVGrid_97239_public_5
1614,Charging_Point_LVGrid_440892_public_8
1615,Charging_Point_LVGrid_440892_public_9
1617,Charging_Point_LVGrid_97976_public_8
1618,Charging_Point_LVGrid_102177_public_15
1619,Charging_Point_LVGrid_102775_public_1
1620,Charging_Point_LVGrid_97239_public_6
1621,Charging_Point_LVGrid_102773_public_5
1622,Charging_Point_LVGrid_102708_public_4
1623,Charging_Point_LVGrid_102708_public_5
1624,Charging_Point_LVGrid_102708_public_6
1625,Charging_Point_LVGrid_102577_public_10
1626,Charging_Point_LVGrid_102176_public_9
1627,Charging_Point_LVGrid_102578_public_12
1628,Charging_Point_LVGrid_102176_public_10
1630,Charging_Point_LVGrid_102708_public_7
1631,Charging_Point_LVGrid_102176_public_11
1633,Charging_Point_LVGrid_109037_work_10
1634,Charging_Point_LVGrid_109037_work_11
1635,Charging_Point_LVGrid_109037_work_12
1636,Charging_Point_LVGrid_109037_work_13
1637,Charging_Point_LVGrid_109037_work_14
1638,Charging_Point_LVGrid_109037_work_15
1640,Charging_Point_LVGrid_109037_work_16
1641,Charging_Point_LVGrid_109037_work_17
1642,Charging_Point_LVGrid_109037_work_18
1643,Charging_Point_LVGrid_109037_work_19
1644,Charging_Point_LVGrid_109037_work_20
1645,Charging_Point_LVGrid_109037_work_21
1646,Charging_Point_LVGrid_109037_work_22
1649,Charging_Point_LVGrid_97720_work_5
1650,Charging_Point_LVGrid_97720_work_6
1651,Charging_Point_LVGrid_97720_work_7
1652,Charging_Point_LVGrid_97720_work_8
1653,Charging_Point_LVGrid_97720_work_9
1654,Charging_Point_LVGrid_97720_work_10
1655,Charging_Point_LVGrid_97720_work_11
1656,Charging_Point_LVGrid_97720_work_12
1657,Charging_Point_LVGrid_97720_work_13
1658,Charging_Point_LVGrid_97720_work_14
1659,Charging_Point_LVGrid_97720_work_15
1663,Charging_Point_LVGrid_97720_work_16
1664,Charging_Point_LVGrid_97720_work_17
1665,Charging_Point_LVGrid_97717_work_13
1666,Charging_Point_LVGrid_97717_work_14
1667,Charging_Point_LVGrid_97717_work_15
1668,Charging_Point_LVGrid_97717_work_16
1669,Charging_Point_LVGrid_97717_work_17
1670,Charging_Point_LVGrid_97717_work_18
1673,Charging_Point_LVGrid_97717_work_19
1674,Charging_Point_LVGrid_97717_work_20
1676,Charging_Point_LVGrid_97717_work_21
1677,Charging_Point_LVGrid_97717_work_22
1678,Charging_Point_LVGrid_97717_work_23
1679,Charging_Point_LVGrid_97717_work_24
1680,Charging_Point_LVGrid_97717_work_25
1681,Charging_Point_LVGrid_97717_work_26
1682,Charging_Point_LVGrid_97717_work_27
1683,Charging_Point_LVGrid_97717_work_28
1684,Charging_Point_LVGrid_97724_work_5
1686,Charging_Point_LVGrid_97724_work_6
1687,Charging_Point_LVGrid_97724_work_7
1688,Charging_Point_LVGrid_97724_work_8
1689,Charging_Point_LVGrid_97724_work_9
1691,Charging_Point_LVGrid_97724_work_10
1692,Charging_Point_LVGrid_97724_work_11
1693,Charging_Point_LVGrid_97724_work_12
1694,Charging_Point_LVGrid_97724_work_13
1695,Charging_Point_LVGrid_97724_work_14
1696,Charging_Point_LVGrid_97724_work_15
1697,Charging_Point_LVGrid_97724_work_16
1698,Charging_Point_LVGrid_97724_work_17
1699,Charging_Point_LVGrid_97724_work_18
1700,Charging_Point_LVGrid_97724_work_19
1703,Charging_Point_LVGrid_97724_work_20
1704,Charging_Point_LVGrid_97724_work_21
1706,Charging_Point_LVGrid_97724_work_22
1707,Charging_Point_LVGrid_97724_work_23
1709,Charging_Point_LVGrid_97724_work_24
1710,Charging_Point_LVGrid_97724_work_25
1711,Charging_Point_LVGrid_97724_work_26
1712,Charging_Point_LVGrid_97724_work_27
1713,Charging_Point_LVGrid_97724_work_28
1715,Charging_Point_LVGrid_97724_work_29
1716,Charging_Point_LVGrid_97724_work_30
1717,Charging_Point_LVGrid_97724_work_31
1719,Charging_Point_LVGrid_97724_work_32
1720,Charging_Point_LVGrid_97724_work_33
1722,Charging_Point_LVGrid_97828_work_7
1727,Charging_Point_LVGrid_97828_work_8
1728,Charging_Point_LVGrid_97828_work_9
1729,Charging_Point_LVGrid_97828_work_10
1730,Charging_Point_LVGrid_97828_work_11
1731,Charging_Point_LVGrid_97828_work_12
1732,Charging_Point_LVGrid_97828_work_13
1733,Charging_Point_LVGrid_97828_work_14
1735,Charging_Point_LVGrid_97828_work_15
1736,Charging_Point_LVGrid_97828_work_16
1737,Charging_Point_LVGrid_97828_work_17
1740,Charging_Point_LVGrid_487647_work_5
1741,Charging_Point_LVGrid_487647_work_6
1742,Charging_Point_LVGrid_487647_work_7
1744,Charging_Point_LVGrid_487647_work_8
1745,Charging_Point_LVGrid_487647_work_9
1746,Charging_Point_LVGrid_487647_work_10
1747,Charging_Point_LVGrid_487647_work_11
1749,Charging_Point_LVGrid_487647_work_12
1750,Charging_Point_LVGrid_487647_work_13
1751,Charging_Point_LVGrid_487647_work_14
1752,Charging_Point_LVGrid_487647_work_15
1753,Charging_Point_LVGrid_487647_work_16
1754,Charging_Point_LVGrid_487647_work_17
1755,Charging_Point_LVGrid_487647_work_18
1756,Charging_Point_LVGrid_97828_work_18
1757,Charging_Point_LVGrid_97828_work_19
1758,Charging_Point_LVGrid_97828_work_20
1759,Charging_Point_LVGrid_97828_work_21
1761,Charging_Point_LVGrid_97828_work_22
1762,Charging_Point_LVGrid_97828_work_23
1763,Charging_Point_LVGrid_97828_work_24
1766,Charging_Point_LVGrid_97828_work_25
1767,Charging_Point_LVGrid_97828_work_26
1768,Charging_Point_LVGrid_97828_work_27
1769,Charging_Point_LVGrid_97828_work_28
1772,Charging_Point_LVGrid_97828_work_29
1774,Charging_Point_LVGrid_97828_work_30
1776,Charging_Point_LVGrid_97718_work_8
1777,Charging_Point_LVGrid_97718_work_9
1778,Charging_Point_LVGrid_97718_work_10
1779,Charging_Point_LVGrid_97718_work_11
1780,Charging_Point_LVGrid_97718_work_12
1783,Charging_Point_LVGrid_97718_work_13
1784,Charging_Point_LVGrid_97718_work_14
1785,Charging_Point_LVGrid_97718_work_15
1786,Charging_Point_LVGrid_97718_work_16
1787,Charging_Point_LVGrid_97718_work_17
1788,Charging_Point_LVGrid_97718_work_18
1790,Charging_Point_LVGrid_97718_work_19
1791,Charging_Point_LVGrid_97718_work_20
1792,Charging_Point_LVGrid_97718_work_21
1795,Charging_Point_LVGrid_97829_work_4
1796,Charging_Point_LVGrid_97829_work_5
1797,Charging_Point_LVGrid_97829_work_6
1798,Charging_Point_LVGrid_97829_work_7
1801,Charging_Point_LVGrid_97829_work_8
1802,Charging_Point_LVGrid_97829_work_9
1803,Charging_Point_LVGrid_97829_work_10
1804,Charging_Point_LVGrid_97829_work_11
1805,Charging_Point_LVGrid_97829_work_12
1806,Charging_Point_LVGrid_97829_work_13
1807,Charging_Point_LVGrid_97829_work_14
1809,Charging_Point_LVGrid_97829_work_15
1811,Charging_Point_LVGrid_97829_work_16
1812,Charging_Point_LVGrid_97829_work_17
1813,Charging_Point_LVGrid_97828_work_31
1815,Charging_Point_LVGrid_97828_work_32
1816,Charging_Point_LVGrid_97828_work_33
1822,Charging_Point_LVGrid_97828_work_34
1823,Charging_Point_LVGrid_97828_work_35
1824,Charging_Point_LVGrid_97828_work_36
1825,Charging_Point_LVGrid_97828_work_37
1827,Charging_Point_LVGrid_97828_work_38
1829,Charging_Point_LVGrid_97828_work_39
1831,Charging_Point_LVGrid_97717_work_29
1832,Charging_Point_LVGrid_97717_work_30
1833,Charging_Point_LVGrid_97717_work_31
1834,Charging_Point_LVGrid_97717_work_32
1835,Charging_Point_LVGrid_97717_work_33
1839,Charging_Point_LVGrid_97717_work_34
1840,Charging_Point_LVGrid_97717_work_35
1842,Charging_Point_LVGrid_97717_work_36
1846,Charging_Point_LVGrid_97717_work_37
1849,Charging_Point_LVGrid_506706_work_2
1850,Charging_Point_LVGrid_506706_work_3
1851,Charging_Point_LVGrid_506706_work_4
1852,Charging_Point_LVGrid_506706_work_5
1854,Charging_Point_LVGrid_506706_work_6
1855,Charging_Point_LVGrid_506706_work_7
1856,Charging_Point_LVGrid_506706_work_8
1857,Charging_Point_LVGrid_506706_work_9
1858,Charging_Point_LVGrid_506706_work_10
1859,Charging_Point_LVGrid_506706_work_11
1861,Charging_Point_LVGrid_506706_work_12
1862,Charging_Point_LVGrid_506706_work_13
1863,Charging_Point_LVGrid_506706_work_14
1864,Charging_Point_LVGrid_506706_work_15
1865,Charging_Point_LVGrid_97719_work_3
1866,Charging_Point_LVGrid_97719_work_4
1867,Charging_Point_LVGrid_97719_work_5
1872,Charging_Point_LVGrid_97719_work_6
1874,Charging_Point_LVGrid_97719_work_7
1876,Charging_Point_LVGrid_97719_work_8
1877,Charging_Point_LVGrid_97719_work_9
1878,Charging_Point_LVGrid_97719_work_10
1881,Charging_Point_LVGrid_97719_work_11
1882,Charging_Point_LVGrid_97719_work_12
1883,Charging_Point_LVGrid_97717_work_38
1884,Charging_Point_LVGrid_97717_work_39
1885,Charging_Point_LVGrid_97717_work_40
1886,Charging_Point_LVGrid_97717_work_41
1887,Charging_Point_LVGrid_97717_work_42
1890,Charging_Point_LVGrid_97717_work_43
1891,Charging_Point_LVGrid_97717_work_44
1892,Charging_Point_LVGrid_97717_work_45
1893,Charging_Point_LVGrid_97717_work_46
1894,Charging_Point_LVGrid_97717_work_47
1896,Charging_Point_LVGrid_97717_work_48
1898,Charging_Point_LVGrid_97717_work_49
1899,Charging_Point_LVGrid_97717_work_50
1900,Charging_Point_LVGrid_97727_work_8
1902,Charging_Point_LVGrid_97727_work_9
1904,Charging_Point_LVGrid_97727_work_10
1905,Charging_Point_LVGrid_97727_work_11
1906,Charging_Point_LVGrid_97727_work_12
1908,Charging_Point_LVGrid_97727_work_13
1909,Charging_Point_LVGrid_97727_work_14
1910,Charging_Point_LVGrid_97727_work_15
1911,Charging_Point_LVGrid_97727_work_16
1912,Charging_Point_LVGrid_97727_work_17
1913,Charging_Point_LVGrid_97727_work_18
1914,Charging_Point_LVGrid_97727_work_19
1916,Charging_Point_LVGrid_440366_work_1
1918,Charging_Point_LVGrid_440366_work_2
1919,Charging_Point_LVGrid_440366_work_3
1920,Charging_Point_LVGrid_440366_work_4
1926,Charging_Point_LVGrid_440366_work_5
1929,Charging_Point_LVGrid_440366_work_6
1930,Charging_Point_LVGrid_440366_work_7
1932,Charging_Point_LVGrid_440366_work_8
1934,Charging_Point_LVGrid_440366_work_9
1935,Charging_Point_LVGrid_440366_work_10
1938,Charging_Point_LVGrid_97829_work_18
1939,Charging_Point_LVGrid_97829_work_19
1940,Charging_Point_LVGrid_97829_work_20
1941,Charging_Point_LVGrid_97829_work_21
1942,Charging_Point_LVGrid_97829_work_22
1943,Charging_Point_LVGrid_97829_work_23
1944,Charging_Point_LVGrid_97829_work_24
1945,Charging_Point_LVGrid_97829_work_25
1946,Charging_Point_LVGrid_97829_work_26
1947,Charging_Point_LVGrid_97829_work_27
1948,Charging_Point_LVGrid_97829_work_28
1951,Charging_Point_LVGrid_97829_work_29
1952,Charging_Point_LVGrid_97829_work_30
1953,Charging_Point_LVGrid_97829_work_31
1956,Charging_Point_LVGrid_97719_work_13
1957,Charging_Point_LVGrid_97719_work_14
1960,Charging_Point_LVGrid_97719_work_15
1961,Charging_Point_LVGrid_97719_work_16
1962,Charging_Point_LVGrid_97719_work_17
1964,Charging_Point_LVGrid_97719_work_18
1966,Charging_Point_LVGrid_97719_work_19
1967,Charging_Point_LVGrid_97719_work_20
1968,Charging_Point_LVGrid_97719_work_21
1969,Charging_Point_LVGrid_97719_work_22
1972,Charging_Point_LVGrid_97719_work_23
1973,Charging_Point_LVGrid_97725_work_13
1975,Charging_Point_LVGrid_97725_work_14
1977,Charging_Point_LVGrid_97725_work_15
1978,Charging_Point_LVGrid_97725_work_16
1979,Charging_Point_LVGrid_97725_work_17
1980,Charging_Point_LVGrid_97725_work_18
1981,Charging_Point_LVGrid_97725_work_19
1982,Charging_Point_LVGrid_97725_work_20
1986,Charging_Point_LVGrid_97725_work_21
1987,Charging_Point_LVGrid_97725_work_22
1990,Charging_Point_LVGrid_97725_work_23
1991,Charging_Point_LVGrid_97719_work_24
1992,Charging_Point_LVGrid_97719_work_25
1993,Charging_Point_LVGrid_97719_work_26
1994,Charging_Point_LVGrid_97719_work_27
1996,Charging_Point_LVGrid_97719_work_28
1997,Charging_Point_LVGrid_97719_work_29
1999,Charging_Point_LVGrid_97719_work_30
2001,Charging_Point_LVGrid_97719_work_31
2002,Charging_Point_LVGrid_97719_work_32
2003,Charging_Point_LVGrid_97719_work_33
2006,Charging_Point_LVGrid_97719_work_34
2007,Charging_Point_LVGrid_504532_work_3
2008,Charging_Point_LVGrid_504532_work_4
2009,Charging_Point_LVGrid_504532_work_5
2011,Charging_Point_LVGrid_504532_work_6
2014,Charging_Point_LVGrid_504532_work_7
2015,Charging_Point_LVGrid_504532_work_8
2016,Charging_Point_LVGrid_504532_work_9
2017,Charging_Point_LVGrid_504532_work_10
2019,Charging_Point_LVGrid_504532_work_11
2021,Charging_Point_LVGrid_504532_work_12
2023,Charging_Point_LVGrid_504532_work_13
2024,Charging_Point_LVGrid_97723_work_17
2025,Charging_Point_LVGrid_97723_work_18
2027,Charging_Point_LVGrid_97723_work_19
2028,Charging_Point_LVGrid_97723_work_20
2031,Charging_Point_LVGrid_97723_work_21
2035,Charging_Point_LVGrid_97723_work_22
2036,Charging_Point_LVGrid_97723_work_23
2037,Charging_Point_LVGrid_97723_work_24
2038,Charging_Point_LVGrid_97723_work_25
2040,Charging_Point_LVGrid_97723_work_26
2041,Charging_Point_LVGrid_98951_work_15
2042,Charging_Point_LVGrid_98951_work_16
2043,Charging_Point_LVGrid_98951_work_17
2045,Charging_Point_LVGrid_98951_work_18
2046,Charging_Point_LVGrid_98951_work_19
2050,Charging_Point_LVGrid_98951_work_20
2052,Charging_Point_LVGrid_98951_work_21
2053,Charging_Point_LVGrid_98951_work_22
2057,Charging_Point_LVGrid_98951_work_23
2058,Charging_Point_LVGrid_98951_work_24
2059,Charging_Point_LVGrid_98951_work_25
2060,Charging_Point_LVGrid_97333_work_5
2063,Charging_Point_LVGrid_97333_work_6
2064,Charging_Point_LVGrid_97333_work_7
2066,Charging_Point_LVGrid_97333_work_8
2067,Charging_Point_LVGrid_97333_work_9
2068,Charging_Point_LVGrid_97333_work_10
2069,Charging_Point_LVGrid_97333_work_11
2070,Charging_Point_LVGrid_97333_work_12
2071,Charging_Point_LVGrid_97333_work_13
2072,Charging_Point_LVGrid_97333_work_14
2074,Charging_Point_LVGrid_97333_work_15
2075,Charging_Point_LVGrid_97333_work_16
2076,Charging_Point_LVGrid_97333_work_17
2078,Charging_Point_LVGrid_440136_work_1
2079,Charging_Point_LVGrid_440136_work_2
2080,Charging_Point_LVGrid_440136_work_3
2081,Charging_Point_LVGrid_440136_work_4
2083,Charging_Point_LVGrid_440136_work_5
2084,Charging_Point_LVGrid_440136_work_6
2085,Charging_Point_LVGrid_440136_work_7
2088,Charging_Point_LVGrid_440136_work_8
2089,Charging_Point_LVGrid_440136_work_9
2090,Charging_Point_LVGrid_440136_work_10
2092,Charging_Point_LVGrid_440136_work_11
2093,Charging_Point_LVGrid_440136_work_12
2094,Charging_Point_LVGrid_440136_work_13
2097,Charging_Point_LVGrid_97725_work_24
2099,Charging_Point_LVGrid_97725_work_25
2101,Charging_Point_LVGrid_97725_work_26
2104,Charging_Point_LVGrid_97725_work_27
2105,Charging_Point_LVGrid_97725_work_28
2107,Charging_Point_LVGrid_97725_work_29
2108,Charging_Point_LVGrid_97725_work_30
2112,Charging_Point_LVGrid_99296_work_5
2113,Charging_Point_LVGrid_99296_work_6
2117,Charging_Point_LVGrid_99296_work_7
2119,Charging_Point_LVGrid_99296_work_8
2120,Charging_Point_LVGrid_99296_work_9
2121,Charging_Point_LVGrid_99296_work_10
2122,Charging_Point_LVGrid_99296_work_11
2123,Charging_Point_LVGrid_99296_work_12
2124,Charging_Point_LVGrid_99296_work_13
2125,Charging_Point_LVGrid_99296_work_14
2126,Charging_Point_LVGrid_99296_work_15
2127,Charging_Point_LVGrid_99296_work_16
2128,Charging_Point_LVGrid_99296_work_17
2129,Charging_Point_LVGrid_97728_work_11
2131,Charging_Point_LVGrid_97728_work_12
2133,Charging_Point_LVGrid_97728_work_13
2134,Charging_Point_LVGrid_97728_work_14
2135,Charging_Point_LVGrid_97728_work_15
2136,Charging_Point_LVGrid_97728_work_16
2137,Charging_Point_LVGrid_97728_work_17
2138,Charging_Point_LVGrid_97728_work_18
2139,Charging_Point_LVGrid_97728_work_19
2140,Charging_Point_LVGrid_97728_work_20
2143,Charging_Point_LVGrid_97728_work_21
2144,Charging_Point_LVGrid_97728_work_22
2145,Charging_Point_LVGrid_97728_work_23
2146,Charging_Point_LVGrid_97728_work_24
2148,Charging_Point_LVGrid_502473_work_5
2149,Charging_Point_LVGrid_502473_work_6
2150,Charging_Point_LVGrid_502473_work_7
2151,Charging_Point_LVGrid_502473_work_8
2153,Charging_Point_LVGrid_502473_work_9
2154,Charging_Point_LVGrid_502473_work_10
2155,Charging_Point_LVGrid_502473_work_11
2156,Charging_Point_LVGrid_502473_work_12
2157,Charging_Point_LVGrid_502473_work_13
2158,Charging_Point_LVGrid_502473_work_14
2159,Charging_Point_LVGrid_502473_work_15
2160,Charging_Point_LVGrid_502473_work_16
2161,Charging_Point_LVGrid_502473_work_17
2162,Charging_Point_LVGrid_502473_work_18
2163,Charging_Point_LVGrid_502473_work_19
2164,Charging_Point_LVGrid_502473_work_20
2166,Charging_Point_LVGrid_502473_work_21
2167,Charging_Point_LVGrid_502473_work_22
2168,Charging_Point_LVGrid_502473_work_23
2169,Charging_Point_LVGrid_502473_work_24
2171,Charging_Point_LVGrid_502473_work_25
2172,Charging_Point_LVGrid_502473_work_26
2173,Charging_Point_LVGrid_502473_work_27
2175,Charging_Point_LVGrid_502473_work_28
2176,Charging_Point_LVGrid_502473_work_29
2177,Charging_Point_LVGrid_502473_work_30
2179,Charging_Point_LVGrid_502473_work_31
2180,Charging_Point_LVGrid_502473_work_32
2181,Charging_Point_LVGrid_502473_work_33
2182,Charging_Point_LVGrid_502473_work_34
2183,Charging_Point_LVGrid_98550_work_1
2184,Charging_Point_LVGrid_98550_work_2
2185,Charging_Point_LVGrid_98550_work_3
2187,Charging_Point_LVGrid_98550_work_4
2188,Charging_Point_LVGrid_98550_work_5
2190,Charging_Point_LVGrid_98550_work_6
2191,Charging_Point_LVGrid_98550_work_7
2193,Charging_Point_LVGrid_98550_work_8
2194,Charging_Point_LVGrid_98550_work_9
2195,Charging_Point_LVGrid_98550_work_10
2196,Charging_Point_LVGrid_98550_work_11
2197,Charging_Point_LVGrid_98550_work_12
2198,Charging_Point_LVGrid_98550_work_13
2199,Charging_Point_LVGrid_98550_work_14
2201,Charging_Point_LVGrid_98547_work_1
2202,Charging_Point_LVGrid_98547_work_2
2203,Charging_Point_LVGrid_98547_work_3
2204,Charging_Point_LVGrid_98547_work_4
2207,Charging_Point_LVGrid_98547_work_5
2208,Charging_Point_LVGrid_98547_work_6
2209,Charging_Point_LVGrid_98547_work_7
2210,Charging_Point_LVGrid_98547_work_8
2214,Charging_Point_LVGrid_98547_work_9
2215,Charging_Point_LVGrid_98547_work_10
2216,Charging_Point_LVGrid_98547_work_11
2217,Charging_Point_LVGrid_98277_work_4
2218,Charging_Point_LVGrid_98277_work_5
2219,Charging_Point_LVGrid_98277_work_6
2220,Charging_Point_LVGrid_98277_work_7
2222,Charging_Point_LVGrid_98277_work_8
2224,Charging_Point_LVGrid_98277_work_9
2225,Charging_Point_LVGrid_98277_work_10
2227,Charging_Point_LVGrid_98277_work_11
2228,Charging_Point_LVGrid_98277_work_12
2229,Charging_Point_LVGrid_98277_work_13
2230,Charging_Point_LVGrid_98277_work_14
2232,Charging_Point_LVGrid_98277_work_15
2233,Charging_Point_LVGrid_98277_work_16
2234,Charging_Point_LVGrid_98277_work_17
2236,Charging_Point_LVGrid_98278_work_16
2237,Charging_Point_LVGrid_98278_work_17
2240,Charging_Point_LVGrid_98278_work_18
2241,Charging_Point_LVGrid_98278_work_19
2242,Charging_Point_LVGrid_98278_work_20
2243,Charging_Point_LVGrid_98278_work_21
2244,Charging_Point_LVGrid_98278_work_22
2248,Charging_Point_LVGrid_98278_work_23
2249,Charging_Point_LVGrid_98278_work_24
2253,Charging_Point_LVGrid_109684_work_5
2254,Charging_Point_LVGrid_109684_work_6
2258,Charging_Point_LVGrid_109684_work_7
2260,Charging_Point_LVGrid_109684_work_8
2261,Charging_Point_LVGrid_109684_work_9
2262,Charging_Point_LVGrid_109684_work_10
2264,Charging_Point_LVGrid_109684_work_11
2265,Charging_Point_LVGrid_109684_work_12
2266,Charging_Point_LVGrid_109684_work_13
2269,Charging_Point_LVGrid_109684_work_14
2270,Charging_Point_LVGrid_109684_work_15
2271,Charging_Point_LVGrid_102175_work_3
2272,Charging_Point_LVGrid_102175_work_4
2273,Charging_Point_LVGrid_102175_work_5
2274,Charging_Point_LVGrid_102175_work_6
2275,Charging_Point_LVGrid_102175_work_7
2276,Charging_Point_LVGrid_102175_work_8
2277,Charging_Point_LVGrid_102175_work_9
2278,Charging_Point_LVGrid_102175_work_10
2281,Charging_Point_LVGrid_102175_work_11
2282,Charging_Point_LVGrid_102175_work_12
2283,Charging_Point_LVGrid_102175_work_13
2285,Charging_Point_LVGrid_102175_work_14
2286,Charging_Point_LVGrid_102175_work_15
2287,Charging_Point_LVGrid_102175_work_16
2288,Charging_Point_LVGrid_102175_work_17
2289,Charging_Point_LVGrid_102175_work_18
2291,Charging_Point_LVGrid_99296_work_18
2292,Charging_Point_LVGrid_99296_work_19
2294,Charging_Point_LVGrid_99296_work_20
2295,Charging_Point_LVGrid_99296_work_21
2297,Charging_Point_LVGrid_99296_work_22
2299,Charging_Point_LVGrid_99296_work_23
2300,Charging_Point_LVGrid_99296_work_24
2301,Charging_Point_LVGrid_99296_work_25
2302,Charging_Point_LVGrid_99296_work_26
2303,Charging_Point_LVGrid_99296_work_27
2304,Charging_Point_LVGrid_99296_work_28
2305,Charging_Point_LVGrid_99296_work_29
